"x","y","pt","strat"
-12.4565217391304,53.9583333333333,252,"1C"
-12.3260869565217,53.9583333333333,253,"1C"
-13.6304347826087,53.875,254,"1C"
-13.5,53.875,255,"1C"
-13.8913043478261,53.7916666666667,256,"1C"
-13.7608695652174,53.7916666666667,257,"1C"
-14.0217391304348,53.7083333333333,258,"1C"
-14.1521739130435,53.625,259,"1C"
-14.2826086956522,53.5416666666667,260,"1C"
-14.4130434782609,53.375,261,"1C"
-14.5434782608696,53.2916666666667,262,"1C"
-14.6739130434783,53.2083333333333,263,"1C"
-14.6739130434783,53.125,264,"1C"
-14.804347826087,53.0416666666667,265,"1C"
-14.804347826087,52.9583333333333,266,"1C"
-14.6739130434783,52.9583333333333,267,"1C"
-14.804347826087,52.875,268,"1C"
-14.6739130434783,52.875,269,"1C"
-14.804347826087,52.7916666666667,270,"1C"
-14.804347826087,52.7083333333333,271,"1C"
-14.9347826086957,52.625,272,"1C"
-14.804347826087,52.625,273,"1C"
-14.9347826086957,52.5416666666667,274,"1C"
-14.804347826087,52.5416666666667,275,"1C"
-14.9347826086957,52.4583333333333,276,"1C"
-14.804347826087,52.4583333333333,277,"1C"
-14.804347826087,52.375,278,"1C"
-14.804347826087,52.2916666666667,279,"1C"
-14.804347826087,52.2083333333333,280,"1C"
-14.804347826087,52.125,281,"1C"
-14.804347826087,52.0416666666667,282,"1C"
-14.9347826086957,51.9583333333333,283,"1C"
-14.804347826087,51.9583333333333,284,"1C"
-14.9347826086957,51.875,285,"1C"
-14.804347826087,51.875,286,"1C"
-14.9347826086957,51.7916666666667,287,"1C"
-14.804347826087,51.7916666666667,288,"1C"
-14.9347826086957,51.7083333333333,289,"1C"
-14.804347826087,51.7083333333333,290,"1C"
-14.6739130434783,51.7083333333333,291,"1C"
-14.804347826087,51.625,292,"1C"
-14.6739130434783,51.625,293,"1C"
-14.804347826087,51.5416666666667,294,"1C"
-14.6739130434783,51.5416666666667,295,"1C"
-14.5434782608696,51.5416666666667,296,"1C"
-14.804347826087,51.4583333333333,297,"1C"
-14.6739130434783,51.4583333333333,298,"1C"
-14.5434782608696,51.4583333333333,299,"1C"
-14.804347826087,51.375,300,"1C"
-14.6739130434783,51.375,301,"1C"
-14.5434782608696,51.375,302,"1C"
-14.6739130434783,51.2916666666667,303,"1C"
-14.5434782608696,51.2916666666667,304,"1C"
-14.6739130434783,51.2083333333333,305,"1C"
-14.5434782608696,51.2083333333333,306,"1C"
-14.6739130434783,51.125,307,"1C"
-14.5434782608696,51.125,308,"1C"
-14.6739130434783,52.625,309,"2B"
-14.5434782608696,52.625,310,"2B"
-14.4130434782609,52.625,311,"2B"
-14.2826086956522,52.625,312,"2B"
-14.1521739130435,52.625,313,"2B"
-13.5,52.625,314,"2B"
-13.3695652173913,52.625,315,"2B"
-13.2391304347826,52.625,316,"2B"
-14.6739130434783,52.5416666666667,317,"2B"
-14.5434782608696,52.5416666666667,318,"2B"
-14.4130434782609,52.5416666666667,319,"2B"
-14.2826086956522,52.5416666666667,320,"2B"
-14.1521739130435,52.5416666666667,321,"2B"
-13.8913043478261,52.5416666666667,322,"2B"
-13.7608695652174,52.5416666666667,323,"2B"
-13.6304347826087,52.5416666666667,324,"2B"
-13.5,52.5416666666667,325,"2B"
-13.3695652173913,52.5416666666667,326,"2B"
-13.2391304347826,52.5416666666667,327,"2B"
-14.6739130434783,52.4583333333333,328,"2B"
-14.5434782608696,52.4583333333333,329,"2B"
-14.4130434782609,52.4583333333333,330,"2B"
-14.2826086956522,52.4583333333333,331,"2B"
-14.1521739130435,52.4583333333333,332,"2B"
-14.0217391304348,52.4583333333333,333,"2B"
-13.8913043478261,52.4583333333333,334,"2B"
-13.7608695652174,52.4583333333333,335,"2B"
-13.6304347826087,52.4583333333333,336,"2B"
-13.5,52.4583333333333,337,"2B"
-13.3695652173913,52.4583333333333,338,"2B"
-14.6739130434783,52.375,339,"2B"
-14.5434782608696,52.375,340,"2B"
-14.4130434782609,52.375,341,"2B"
-14.2826086956522,52.375,342,"2B"
-14.1521739130435,52.375,343,"2B"
-14.0217391304348,52.375,344,"2B"
-13.8913043478261,52.375,345,"2B"
-13.7608695652174,52.375,346,"2B"
-13.6304347826087,52.375,347,"2B"
-13.5,52.375,348,"2B"
-13.3695652173913,52.375,349,"2B"
-14.6739130434783,52.2916666666667,350,"2B"
-14.5434782608696,52.2916666666667,351,"2B"
-14.4130434782609,52.2916666666667,352,"2B"
-14.2826086956522,52.2916666666667,353,"2B"
-14.1521739130435,52.2916666666667,354,"2B"
-14.0217391304348,52.2916666666667,355,"2B"
-13.8913043478261,52.2916666666667,356,"2B"
-13.7608695652174,52.2916666666667,357,"2B"
-13.6304347826087,52.2916666666667,358,"2B"
-13.5,52.2916666666667,359,"2B"
-14.6739130434783,52.2083333333333,360,"2B"
-14.5434782608696,52.2083333333333,361,"2B"
-14.4130434782609,52.2083333333333,362,"2B"
-14.2826086956522,52.2083333333333,363,"2B"
-14.1521739130435,52.2083333333333,364,"2B"
-14.0217391304348,52.2083333333333,365,"2B"
-13.8913043478261,52.2083333333333,366,"2B"
-13.7608695652174,52.2083333333333,367,"2B"
-13.6304347826087,52.2083333333333,368,"2B"
-13.5,52.2083333333333,369,"2B"
-14.6739130434783,52.125,370,"2B"
-14.5434782608696,52.125,371,"2B"
-14.4130434782609,52.125,372,"2B"
-14.2826086956522,52.125,373,"2B"
-14.1521739130435,52.125,374,"2B"
-14.0217391304348,52.125,375,"2B"
-13.8913043478261,52.125,376,"2B"
-13.7608695652174,52.125,377,"2B"
-13.6304347826087,52.125,378,"2B"
-14.6739130434783,52.0416666666667,379,"2B"
-14.5434782608696,52.0416666666667,380,"2B"
-14.4130434782609,52.0416666666667,381,"2B"
-14.2826086956522,52.0416666666667,382,"2B"
-14.1521739130435,52.0416666666667,383,"2B"
-14.0217391304348,52.0416666666667,384,"2B"
-13.8913043478261,52.0416666666667,385,"2B"
-13.7608695652174,52.0416666666667,386,"2B"
-14.6739130434783,51.9583333333333,387,"2B"
-14.5434782608696,51.9583333333333,388,"2B"
-14.4130434782609,51.9583333333333,389,"2B"
-14.2826086956522,51.9583333333333,390,"2B"
-14.1521739130435,51.9583333333333,391,"2B"
-14.0217391304348,51.9583333333333,392,"2B"
-13.8913043478261,51.9583333333333,393,"2B"
-13.7608695652174,51.9583333333333,394,"2B"
-14.6739130434783,51.875,395,"2B"
-14.5434782608696,51.875,396,"2B"
-14.4130434782609,51.875,397,"2B"
-14.2826086956522,51.875,398,"2B"
-14.1521739130435,51.875,399,"2B"
-14.0217391304348,51.875,400,"2B"
-13.8913043478261,51.875,401,"2B"
-14.6739130434783,51.7916666666667,402,"2B"
-14.5434782608696,51.7916666666667,403,"2B"
-14.4130434782609,51.7916666666667,404,"2B"
-14.2826086956522,51.7916666666667,405,"2B"
-14.1521739130435,51.7916666666667,406,"2B"
-14.0217391304348,51.7916666666667,407,"2B"
-13.8913043478261,51.7916666666667,408,"2B"
-14.5434782608696,51.7083333333333,409,"2B"
-14.4130434782609,51.7083333333333,410,"2B"
-14.2826086956522,51.7083333333333,411,"2B"
-14.1521739130435,51.7083333333333,412,"2B"
-14.0217391304348,51.7083333333333,413,"2B"
-13.8913043478261,51.7083333333333,414,"2B"
-14.5434782608696,51.625,415,"2B"
-14.4130434782609,51.625,416,"2B"
-14.2826086956522,51.625,417,"2B"
-14.1521739130435,51.625,418,"2B"
-14.0217391304348,51.625,419,"2B"
-14.4130434782609,51.5416666666667,420,"2B"
-14.2826086956522,51.5416666666667,421,"2B"
-14.1521739130435,51.5416666666667,422,"2B"
-14.0217391304348,51.5416666666667,423,"2B"
-14.2826086956522,51.4583333333333,424,"2B"
-14.1521739130435,51.4583333333333,425,"2B"
-12.8478260869565,52.7916666666667,426,"2C"
-12.7173913043478,52.7916666666667,427,"2C"
-12.9782608695652,52.7083333333333,428,"2C"
-12.8478260869565,52.7083333333333,429,"2C"
-12.7173913043478,52.7083333333333,430,"2C"
-12.5869565217391,52.7083333333333,431,"2C"
-13.1086956521739,52.625,432,"2C"
-12.9782608695652,52.625,433,"2C"
-12.8478260869565,52.625,434,"2C"
-12.7173913043478,52.625,435,"2C"
-12.5869565217391,52.625,436,"2C"
-12.4565217391304,52.625,437,"2C"
-13.1086956521739,52.5416666666667,438,"2C"
-12.9782608695652,52.5416666666667,439,"2C"
-12.8478260869565,52.5416666666667,440,"2C"
-12.7173913043478,52.5416666666667,441,"2C"
-12.5869565217391,52.5416666666667,442,"2C"
-12.4565217391304,52.5416666666667,443,"2C"
-12.3260869565217,52.5416666666667,444,"2C"
-13.2391304347826,52.4583333333333,445,"2C"
-13.1086956521739,52.4583333333333,446,"2C"
-12.9782608695652,52.4583333333333,447,"2C"
-12.8478260869565,52.4583333333333,448,"2C"
-12.7173913043478,52.4583333333333,449,"2C"
-12.5869565217391,52.4583333333333,450,"2C"
-12.4565217391304,52.4583333333333,451,"2C"
-12.3260869565217,52.4583333333333,452,"2C"
-13.2391304347826,52.375,453,"2C"
-13.1086956521739,52.375,454,"2C"
-12.9782608695652,52.375,455,"2C"
-12.8478260869565,52.375,456,"2C"
-12.7173913043478,52.375,457,"2C"
-12.5869565217391,52.375,458,"2C"
-12.4565217391304,52.375,459,"2C"
-12.3260869565217,52.375,460,"2C"
-12.195652173913,52.375,461,"2C"
-13.3695652173913,52.2916666666667,462,"2C"
-13.2391304347826,52.2916666666667,463,"2C"
-13.1086956521739,52.2916666666667,464,"2C"
-12.9782608695652,52.2916666666667,465,"2C"
-12.8478260869565,52.2916666666667,466,"2C"
-12.7173913043478,52.2916666666667,467,"2C"
-12.5869565217391,52.2916666666667,468,"2C"
-12.4565217391304,52.2916666666667,469,"2C"
-12.3260869565217,52.2916666666667,470,"2C"
-12.195652173913,52.2916666666667,471,"2C"
-12.0652173913043,52.2916666666667,472,"2C"
-13.3695652173913,52.2083333333333,473,"2C"
-13.2391304347826,52.2083333333333,474,"2C"
-13.1086956521739,52.2083333333333,475,"2C"
-12.9782608695652,52.2083333333333,476,"2C"
-12.8478260869565,52.2083333333333,477,"2C"
-12.7173913043478,52.2083333333333,478,"2C"
-12.5869565217391,52.2083333333333,479,"2C"
-12.4565217391304,52.2083333333333,480,"2C"
-12.195652173913,52.2083333333333,481,"2C"
-12.0652173913043,52.2083333333333,482,"2C"
-13.5,52.125,483,"2C"
-13.3695652173913,52.125,484,"2C"
-13.2391304347826,52.125,485,"2C"
-13.1086956521739,52.125,486,"2C"
-12.9782608695652,52.125,487,"2C"
-12.8478260869565,52.125,488,"2C"
-12.195652173913,52.125,489,"2C"
-12.0652173913043,52.125,490,"2C"
-13.6304347826087,52.0416666666667,491,"2C"
-13.5,52.0416666666667,492,"2C"
-13.3695652173913,52.0416666666667,493,"2C"
-13.2391304347826,52.0416666666667,494,"2C"
-13.1086956521739,52.0416666666667,495,"2C"
-12.9782608695652,52.0416666666667,496,"2C"
-12.195652173913,52.0416666666667,497,"2C"
-12.0652173913043,52.0416666666667,498,"2C"
-13.6304347826087,51.9583333333333,499,"2C"
-13.5,51.9583333333333,500,"2C"
-13.3695652173913,51.9583333333333,501,"2C"
-13.2391304347826,51.9583333333333,502,"2C"
-12.0652173913043,51.9583333333333,503,"2C"
-13.7608695652174,51.875,504,"2C"
-13.6304347826087,51.875,505,"2C"
-13.5,51.875,506,"2C"
-13.3695652173913,51.875,507,"2C"
-13.7608695652174,51.7916666666667,508,"2C"
-13.6304347826087,51.7916666666667,509,"2C"
-13.5,51.7916666666667,510,"2C"
-13.3695652173913,51.7916666666667,511,"2C"
-13.7608695652174,51.7083333333333,512,"2C"
-13.6304347826087,51.7083333333333,513,"2C"
-13.5,51.7083333333333,514,"2C"
-13.8913043478261,51.625,515,"2C"
-13.7608695652174,51.625,516,"2C"
-13.6304347826087,51.625,517,"2C"
-13.5,51.625,518,"2C"
-13.8913043478261,51.5416666666667,519,"2C"
-13.7608695652174,51.5416666666667,520,"2C"
-13.6304347826087,51.5416666666667,521,"2C"
-14.4130434782609,51.4583333333333,522,"2C"
-14.0217391304348,51.4583333333333,523,"2C"
-13.8913043478261,51.4583333333333,524,"2C"
-13.7608695652174,51.4583333333333,525,"2C"
-13.6304347826087,51.4583333333333,526,"2C"
-14.4130434782609,51.375,527,"2C"
-14.2826086956522,51.375,528,"2C"
-14.1521739130435,51.375,529,"2C"
-14.0217391304348,51.375,530,"2C"
-13.8913043478261,51.375,531,"2C"
-13.7608695652174,51.375,532,"2C"
-13.6304347826087,51.375,533,"2C"
-14.4130434782609,51.2916666666667,534,"2C"
-14.2826086956522,51.2916666666667,535,"2C"
-14.1521739130435,51.2916666666667,536,"2C"
-14.0217391304348,51.2916666666667,537,"2C"
-13.8913043478261,51.2916666666667,538,"2C"
-13.7608695652174,51.2916666666667,539,"2C"
-14.4130434782609,51.2083333333333,540,"2C"
-14.2826086956522,51.2083333333333,541,"2C"
-14.1521739130435,51.2083333333333,542,"2C"
-14.0217391304348,51.2083333333333,543,"2C"
-13.8913043478261,51.2083333333333,544,"2C"
-13.7608695652174,51.2083333333333,545,"2C"
-14.4130434782609,51.125,546,"2C"
-14.2826086956522,51.125,547,"2C"
-14.1521739130435,51.125,548,"2C"
-14.0217391304348,51.125,549,"2C"
-13.8913043478261,51.125,550,"2C"
-13.7608695652174,51.125,551,"2C"
-14.4130434782609,51.0416666666667,552,"2C"
-14.2826086956522,51.0416666666667,553,"2C"
-14.1521739130435,51.0416666666667,554,"2C"
-14.0217391304348,51.0416666666667,555,"2C"
-13.8913043478261,51.0416666666667,556,"2C"
-14.2826086956522,50.9583333333333,557,"2C"
-14.1521739130435,50.9583333333333,558,"2C"
