"Norte","Costa",880
-8.8691,41.8
-8.861548,41.81687
-8.873506,41.82859
-8.872876,41.84829
-8.865953,41.85391
-8.861548,41.87501
-8.846444,41.87547
-8.826306,41.88813
-8.816866,41.90358
-8.79421,41.91483
-8.752046,41.93168
-8.741346,41.94853
-8.739459,41.96866
-8.707363,41.98737
-8.752046,41.97006
-8.748899,41.95134
-8.755192,41.94151
-8.84078,41.91529
-8.8691,41.87547
-8.875393,41.91108
-8.884204,41.97193
-8.879799,42.0042
-8.889238,42.07058
-8.893643,42.11588
-8.871617,42.11541
-8.854626,42.12148
-8.824418,42.11774
-8.8219,42.12848
-8.81309,42.14341
-8.825677,42.15368
-8.843298,42.15508
-8.843298,42.16161
-8.827564,42.15928
-8.814978,42.1714
-8.810573,42.19239
-8.773442,42.21151
-8.772183,42.22223
-8.752046,42.22921
-8.751416,42.23388
-8.734425,42.22921
-8.730019,42.2376
-8.711768,42.24925
-8.70044,42.25484
-8.695406,42.26509
-8.685337,42.26509
-8.67338,42.26881
-8.655758,42.2879
-8.638766,42.29721
-8.641913,42.30559
-8.704845,42.27952
-8.720579,42.28231
-8.783512,42.26509
-8.790434,42.25204
-8.808684,42.26276
-8.820642,42.25391
-8.838892,42.26462
-8.854626,42.26369
-8.861548,42.25111
-8.874764,42.25717
-8.864695,42.27021
-8.852108,42.31396
-8.815607,42.28371
-8.833228,42.34374
-8.818125,42.34188
-8.799245,42.34235
-8.787917,42.33351
-8.76589,42.3363
-8.741346,42.35305
-8.714286,42.38745
-8.687854,42.40279
-8.653871,42.42416
-8.647577,42.43578
-8.680302,42.42788
-8.687854,42.44228
-8.737571,42.41673
-8.770926,42.39164
-8.812461,42.40465
-8.829453,42.38792
-8.879169,42.41998
-8.8691,42.44878
-8.889868,42.46225
-8.907489,42.46875
-8.922593,42.45575
-8.941473,42.46596
-8.937696,42.48545
-8.901196,42.48267
-8.87854,42.49334
-8.889238,42.49659
-8.880428,42.50494
-8.855885,42.49706
-8.854626,42.47617
-8.864065,42.46735
-8.861548,42.45621
-8.843927,42.4641
-8.833228,42.46642
-8.815607,42.45667
-8.812461,42.47524
-8.826935,42.47432
-8.820013,42.50031
-8.81309,42.49752
-8.802391,42.50402
-8.811831,42.52489
-8.825047,42.52396
-8.832599,42.55967
-8.82253,42.57218
-8.823789,42.5796
-8.816236,42.58423
-8.80365,42.58052
-8.785399,42.59303
-8.760226,42.60322
-8.770296,42.62407
-8.737571,42.65462
-8.750157,42.65092
-8.765262,42.65462
-8.791063,42.6412
-8.820013,42.65046
-8.812461,42.66295
-8.838892,42.68562
-8.834487,42.66758
-8.851479,42.64675
-8.830711,42.63889
-8.834487,42.62962
-8.847074,42.6324
-8.855885,42.61943
-8.849591,42.61017
-8.887351,42.62222
-8.8691,42.63518
-8.891756,42.64305
-8.927628,42.61527
-8.930774,42.60462
-8.917559,42.59998
-8.926998,42.58747
-8.949654,42.58747
-8.960353,42.57032
-8.987413,42.56708
-8.984267,42.55039
-8.991818,42.53416
-9.003776,42.52582
-9.007552,42.51144
-9.042165,42.5235
-9.038389,42.5439
-9.023914,42.54483
-9.062933,42.58098
-9.072372,42.56986
-9.090623,42.5796
-9.076149,42.59071
-9.072372,42.6023
-9.059156,42.60554
-9.062304,42.62545
-9.039648,42.64212
-9.036501,42.66758
-9.028949,42.70366
-9.006293,42.71892
-8.999371,42.73094
-8.976086,42.74666
-8.960353,42.74527
-8.921334,42.78916
-8.939585,42.79424
-8.911265,42.79609
-8.89742,42.83025
-8.957206,42.78408
-8.975456,42.79424
-8.980491,42.78362
-9.013216,42.78547
-9.013216,42.80578
-9.035242,42.79286
-9.058527,42.78223
-9.042794,42.77623
-9.053493,42.76421
-9.073631,42.75867
-9.070484,42.74712
-9.086218,42.74435
-9.097546,42.75728
-9.113278,42.75867
-9.146004,42.80209
-9.096916,42.82933
-9.106985,42.84501
-9.120201,42.8524
-9.128383,42.84594
-9.145374,42.86163
-9.151668,42.87316
-9.137194,42.89529
-9.139081,42.90313
-9.134676,42.90958
-9.162366,42.91465
-9.178729,42.94184
-9.181246,42.92019
-9.210196,42.91834
-9.21523,42.93678
-9.227817,42.93954
-9.229074,42.92756
-9.25236,42.92572
-9.259283,42.8976
-9.269981,42.88284
-9.286344,42.89068
-9.278791,42.91373
-9.292637,42.92341
-9.28068,42.9446
-9.278162,42.95889
-9.263688,42.96809
-9.257395,43.00676
-9.279421,43.0132
-9.294525,43.05553
-9.286868,43.04958
-9.273413,43.04486
-9.270183,43.05233
-9.264262,43.04919
-9.250269,43.07042
-9.258343,43.08929
-9.253498,43.08889
-9.247578,43.09126
-9.243811,43.08379
-9.241119,43.0885
-9.218514,43.08772
-9.223358,43.09283
-9.217977,43.11248
-9.216362,43.1058
-9.199139,43.10265
-9.196986,43.08732
-9.182454,43.09401
-9.185145,43.10226
-9.166846,43.1054
-9.160388,43.12308
-9.143165,43.12661
-9.151237,43.13212
-9.164155,43.12465
-9.170075,43.13133
-9.164693,43.15175
-9.170613,43.13722
-9.178148,43.13565
-9.179225,43.13173
-9.18676,43.12426
-9.194833,43.12976
-9.202907,43.12976
-9.207212,43.14547
-9.213671,43.15057
-9.203444,43.15764
-9.196986,43.15882
-9.194833,43.16235
-9.191604,43.15843
-9.187837,43.1702
-9.182454,43.16785
-9.175458,43.18865
-9.163078,43.18276
-9.1507,43.18473
-9.153929,43.19139
-9.136168,43.18943
-9.129171,43.19414
-9.115177,43.19258
-9.109796,43.18512
-9.09042,43.19022
-9.085037,43.18119
-9.078041,43.18669
-9.061894,43.18473
-9.039289,43.19179
-9.030678,43.21455
-9.023143,43.21141
-9.018299,43.21925
-9.013993,43.22356
-9.015608,43.2318
-9.006458,43.23102
-9.003768,43.21925
-8.993003,43.21337
-8.982239,43.222
-8.979548,43.22749
-8.968246,43.22278
-8.946178,43.22631
-8.943487,43.21611
-8.928956,43.22239
-8.919806,43.23063
-8.919806,43.24043
-8.937029,43.22631
-8.942411,43.23768
-8.951022,43.24356
-8.949946,43.25219
-8.95479,43.26042
-8.97578,43.26356
-8.991388,43.27257
-8.956405,43.29059
-8.937029,43.28785
-8.928956,43.27962
-8.926265,43.2902
-8.917653,43.29138
-8.906889,43.29177
-8.913347,43.30195
-8.911195,43.31762
-8.896663,43.31644
-8.882669,43.3184
-8.875672,43.31018
-8.872443,43.3184
-8.861679,43.31292
-8.858988,43.32036
-8.846071,43.31683
-8.850915,43.32506
-8.844457,43.34033
-8.829387,43.33915
-8.826695,43.32623
-8.818623,43.31997
-8.807858,43.32467
-8.781486,43.29843
-8.761572,43.29843
-8.726049,43.29098
-8.699677,43.28981
-8.683531,43.29451
-8.668461,43.2996
-8.678687,43.28863
-8.648008,43.28471
-8.658235,43.29843
-8.629171,43.30665
-8.619483,43.31292
-8.596878,43.31644
-8.553283,43.30587
-8.508073,43.32584
-8.497848,43.35128
-8.486007,43.35755
-8.458019,43.35755
-8.456405,43.36459
-8.43972,43.37633
-8.414963,43.36303
-8.409042,43.37241
-8.411733,43.37907
-8.400431,43.37672
-8.396125,43.36733
-8.406889,43.35872
-8.393972,43.35246
-8.384823,43.32701
-8.374058,43.33836
-8.363832,43.3368
-8.351453,43.34307
-8.355759,43.35442
-8.339074,43.37593
-8.353606,43.37555
-8.343918,43.39354
-8.308396,43.3998
-8.297093,43.38141
-8.272336,43.37633
-8.253498,43.35911
-8.25296,43.34698
-8.209365,43.32036
-8.197524,43.33211
-8.219591,43.34659
-8.211517,43.3595
-8.220129,43.36067
-8.218514,43.36967
-8.223897,43.38572
-8.213133,43.40057
-8.193218,43.40566
-8.170613,43.41113
-8.191066,43.42091
-8.202907,43.41817
-8.210442,43.41348
-8.236276,43.42208
-8.24704,43.41309
-8.260495,43.41348
-8.318623,43.4385
-8.308934,43.44201
-8.310549,43.44787
-8.273951,43.45569
-8.26803,43.45178
-8.255113,43.45725
-8.229817,43.45217
-8.210442,43.45412
-8.194833,43.45921
-8.18676,43.47483
-8.205059,43.47092
-8.215823,43.47248
-8.226049,43.46663
-8.250808,43.47248
-8.246502,43.48381
-8.261033,43.47873
-8.26803,43.46624
-8.300861,43.45803
-8.321313,43.4635
-8.347686,43.45608
-8.329925,43.476
-8.32239,43.49358
-8.327233,43.50294
-8.317008,43.52012
-8.308396,43.51699
-8.295479,43.52676
-8.326158,43.55289
-8.30732,43.56225
-8.294403,43.55211
-8.280409,43.55251
-8.267492,43.54938
-8.244887,43.55875
-8.213133,43.57746
-8.219591,43.5798
-8.196447,43.59774
-8.189989,43.58955
-8.193218,43.60748
-8.17761,43.61917
-8.181916,43.60709
-8.167923,43.60319
-8.1507,43.61021
-8.139935,43.62423
-8.119483,43.63475
-8.114101,43.63086
-8.104413,43.64215
-8.088805,43.65306
-8.080732,43.64488
-8.083961,43.63943
-8.081808,43.63436
-8.067815,43.63047
-8.057051,43.63047
-8.068892,43.64371
-8.054897,43.64488
-8.052745,43.65266
-8.071583,43.65461
-8.070506,43.6772
-8.055974,43.69821
-8.029063,43.70522
-8.017761,43.70288
-8.003229,43.69821
-7.966093,43.71183
-7.952637,43.72116
-7.950484,43.73206
-7.934338,43.73478
-7.921421,43.73828
-7.911733,43.74916
-7.904198,43.76044
-7.89451,43.75227
-7.874058,43.76044
-7.859151,43.71113
-7.874402,43.72216
-7.87799,43.70205
-7.880682,43.68973
-7.886962,43.68843
-7.87799,43.68324
-7.873505,43.67546
-7.886962,43.67675
-7.904007,43.67156
-7.865431,43.66572
-7.864533,43.66962
-7.842105,43.67221
-7.864533,43.69946
-7.83762,43.70594
-7.846591,43.70076
-7.836722,43.69427
-7.83134,43.68843
-7.807117,43.69622
-7.817883,43.70011
-7.827751,43.71048
-7.825957,43.71178
-7.813397,43.71373
-7.810706,43.7241
-7.798146,43.7241
-7.794558,43.73512
-7.77482,43.73448
-7.755084,43.73966
-7.747907,43.7442
-7.742524,43.7429
-7.726376,43.74744
-7.723684,43.74549
-7.713816,43.76364
-7.688696,43.77659
-7.687799,43.78761
-7.661782,43.77271
