x,y
-1.6,43.5211017644625
-1.60494044225103,43.5179302647054
-1.60986218430318,43.514736778536
-1.61404701907257,43.5113081299938
-1.61783524366524,43.507745324992
-1.62267606707905,43.5044785131728
-1.63007104751178,43.5019533823034
-1.64071253101185,43.500376599194
-1.65213048342468,43.4990207429231
-1.66108612286319,43.4969315127777
-1.66588404562474,43.4936902534954
-1.66855166656022,43.4901417045062
-1.67022310831538,43.4866126105194
-1.67136627033663,43.4831067356625
-1.67244612880474,43.4796264268835
-1.67392765990048,43.4761740311305
-1.67627579984523,43.4727518997425
-1.67982783626195,43.4693764114748
-1.6845101851065,43.4661090961302
-1.69016675410341,43.4630205492176
-1.69655538610807,43.4601279878261
-1.70311683222052,43.4572519650975
-1.70921883432299,43.4541677530184
-1.71444290363889,43.4507491137264
-1.72100321529196,43.4480827153232
-1.73145878372419,43.4473802060772
-1.74441991170182,43.4479394610617
-1.75784302645354,43.4487418340567
-1.77022377251713,43.4490339007293
-1.78048602293833,43.4482728655578
-1.78802979876332,43.4461383607881
-1.79383367143471,43.4430464311781
-1.79921133900561,43.4395694620307
-1.80547649952913,43.4362798386489
-1.81382214288089,43.4337110906235
-1.82185285980192,43.4312284844243
-1.82760956566222,43.4281952837055
-1.83214779320694,43.4248580343593
-1.83657071729505,43.4214773669987
-1.84197177707598,43.4183113539907
-1.84886030910945,43.415464583454
-1.8568404422112,43.4128038379899
-1.86581719728904,43.4104382995653
-1.87678112030393,43.4092356122957
-1.88902246522518,43.4089621385845
-1.90030831476344,43.4083888999874
-1.90893124357967,43.4065680721295
-1.91525111911271,43.4036755523369
-1.92009937940219,43.4001435703352
-1.92430746248779,43.3964043558498
-1.9287067754573,43.3928901212042
-1.93349954566344,43.3896801363325
-1.93813236706079,43.3864362368688
-1.94266604066625,43.3831695854816
-1.9471745438537,43.3798987920544
-1.95173185399701,43.3766424664708
-1.95641194847006,43.3734192186145
-1.96123258711575,43.370177278307
-1.96619329130543,43.3667436672269
-1.97180246005345,43.3633858870542
-1.97864035431865,43.3604389958264
-1.98728723505982,43.3582380515805
-1.99814672915628,43.3570290579463
-2.00998196683613,43.3562309218906
-2.02066592583803,43.3548137682585
-2.02923316051486,43.3523684044092
-2.0374819342465,43.3498687998518
-2.04590769987237,43.3474069343637
-2.0547621368217,43.3449358134391
-2.06423338414385,43.3426318890266
-2.07445084976342,43.3408781472763
-2.08553114936249,43.3400459110369
-2.09733450330383,43.3400360681749
-2.10945734450131,43.3402655084703
-2.12152185848853,43.34028907442
-2.13332323089068,43.3403939579808
-2.14471262827478,43.3410636006294
-2.15576934730789,43.3423263124765
-2.16685475689509,43.3436476250854
-2.17831105621596,43.3445053247895
-2.19012902648803,43.344829116982
-2.20210385444847,43.3448005020287
-2.21405084112749,43.344653076712
-2.22583842356002,43.3447384871844
-2.23734340798069,43.345400815834
-2.24845019693837,43.3466675883743
-2.25904843130429,43.348348037036
-2.26911344847987,43.3502430195617
-2.27907318432588,43.3521319841031
-2.28949180993701,43.353788813528
-2.30054539415411,43.3550985203155
-2.31167635252281,43.3563358342625
-2.32218871958422,43.3578784567861
-2.33167293568219,43.3599400726548
-2.34032980973279,43.3623848198104
-2.34843846992525,43.3650319841913
-2.35628094590969,43.3677119168196
-2.36416054587302,43.3703361170789
-2.37239005089275,43.3728522104061
-2.38087814121808,43.3753068901067
-2.38836760188396,43.3780246937075
-2.39527478475413,43.3808988150029
-2.40242293180081,43.3837189403988
-2.41063512067999,43.3862747956652
-2.420170224577,43.3884912683867
-2.42946109607236,43.390730690854
-2.43657531765048,43.3934429461188
-2.44122178869984,43.3967064223252
-2.44582930334842,43.3999792462255
-2.45063384163812,43.4032072237269
-2.45556650146629,43.4064042517738
-2.46055838073029,43.4095842273109
-2.46554057732749,43.4127610472827
-2.47060456203936,43.4159504584925
-2.47642328901497,43.4191266124007
-2.48328260398274,43.4221207193481
-2.49135520944674,43.424738135411
-2.50081370429369,43.4267842774808
-2.51157795318146,43.4282128968344
-2.52277188441932,43.4294448944901
-2.53337077486909,43.4309894321391
-2.54282014247049,43.4331420999172
-2.55156349123722,43.4356628942214
-2.56098912544679,43.4376061812401
-2.57213768287499,43.4382562160204
-2.58445446364927,43.4380113275284
-2.59709142063662,43.4374757324005
-2.60927349936585,43.4372207468936
-2.6202877428109,43.4377896959258
-2.62960241879342,43.4395556297702
-2.63734475475101,43.4422688988978
-2.64379336866309,43.445536793631
-2.64922687850904,43.4489666042924
-2.65404622862166,43.452224141041
-2.65931864562076,43.4553373131148
-2.66539237540648,43.4583631552503
-2.67209114732489,43.461298077386
-2.67923449538806,43.4641380023272
-2.68659720998389,43.4668984171259
-2.69370865506406,43.4697021220793
-2.70001448089504,43.4727085214755
-2.70547015016259,43.475924099612
-2.71269140750794,43.4785563010854
-2.72324670121886,43.4800580401569
