"gr","esp","lan","lat","long","prof","peso.gr","numero","camp","especie"
"1"," 51",1,42.0657,-8.9898,105,176,4,"N19","Micromesistius poutassou"
"1"," 51",3,42.0348,-9.1442,139,470,13,"N19","Micromesistius poutassou"
"1"," 51",4,41.9847,-9.3094,170,12200,167,"N19","Micromesistius poutassou"
"1"," 51",5,42.0423,-9.3571,227.5,34220,455,"N19","Micromesistius poutassou"
"1"," 51",6,42.1206,-9.2755,188.5,8925,194,"N19","Micromesistius poutassou"
"1"," 51",7,42.2305,-8.9748,102.5,122,4,"N19","Micromesistius poutassou"
"1"," 51",8,42.1529,-9.0632,132.5,7840,227,"N19","Micromesistius poutassou"
"1"," 51",9,42.1854,-9.176,156.5,26758,779,"N19","Micromesistius poutassou"
"1"," 51",10,42.2497,-9.0915,136.5,69250,2073,"N19","Micromesistius poutassou"
"1"," 51",11,42.3642,-9.1753,147,31570,817,"N19","Micromesistius poutassou"
"1"," 51",12,42.2689,-9.3445,239,11500,142,"N19","Micromesistius poutassou"
"1"," 51",13,42.2689,-9.4649,612,3792.19804951238,17,"N19","Micromesistius poutassou"
"1"," 51",14,42.2625,-9.4869,810.5,233.846153846154,2,"N19","Micromesistius poutassou"
"1"," 51",16,42.5166,-9.293,133,4760,119,"N19","Micromesistius poutassou"
"1"," 51",17,42.5168,-9.3789,218.5,53000,569,"N19","Micromesistius poutassou"
"1"," 51",18,42.6989,-9.3589,130.5,14400,364,"N19","Micromesistius poutassou"
"1"," 51",19,42.6864,-9.5693,594.5,322.58064516129,3,"N19","Micromesistius poutassou"
"1"," 51",20,42.784,-9.5382,230,28150,363,"N19","Micromesistius poutassou"
"1"," 51",21,42.8456,-9.4258,152.5,11850,321,"N19","Micromesistius poutassou"
"1"," 51",22,42.9276,-9.5554,233,24000,318,"N19","Micromesistius poutassou"
"1"," 51",23,43.0447,-9.4181,146,1106,28,"N19","Micromesistius poutassou"
"1"," 51",24,43.2069,-9.4213,170.5,23164.4260599793,374,"N19","Micromesistius poutassou"
"1"," 51",25,43.237,-9.5137,268,138850,1913,"N19","Micromesistius poutassou"
"1"," 51",26,43.083,-9.5674,241.5,25700,339,"N19","Micromesistius poutassou"
"1"," 51",27,43.3085,-9.2775,171,453400,12096,"N19","Micromesistius poutassou"
"1"," 51",28,43.3532,-9.3883,271.5,33700,460,"N19","Micromesistius poutassou"
"1"," 51",29,43.5396,-9.0834,294.5,46200,616,"N19","Micromesistius poutassou"
"1"," 51",30,43.483,-8.9685,171,68850,1141,"N19","Micromesistius poutassou"
"1"," 51",32,43.3743,-9.0493,153,23810,518,"N19","Micromesistius poutassou"
"1"," 51",33,43.4487,-8.8264,151.5,176750,4793,"N19","Micromesistius poutassou"
"1"," 51",35,43.816,-8.2821,180.5,39700,480,"N19","Micromesistius poutassou"
"1"," 51",36,43.8207,-8.3871,193,17250,206,"N19","Micromesistius poutassou"
"1"," 51",37,43.7205,-8.3897,178.5,11025,167,"N19","Micromesistius poutassou"
"1"," 51",38,43.6944,-8.5092,177,15400,231,"N19","Micromesistius poutassou"
"1"," 51",39,43.6097,-8.5071,155,3146,48,"N19","Micromesistius poutassou"
"1"," 51",40,43.6086,-8.909,244.5,17450,227,"N19","Micromesistius poutassou"
"1"," 51",41,43.6799,-8.8689,561.5,16766.6916729182,224,"N19","Micromesistius poutassou"
"1"," 51",42,43.7777,-8.85,586,708.177044261065,4,"N19","Micromesistius poutassou"
"1"," 51",43,43.7073,-8.7307,294.5,54600,710,"N19","Micromesistius poutassou"
"1"," 51",44,44.1008,-8.9335,693,787.696924231058,2,"N19","Micromesistius poutassou"
"1"," 51",45,44.0496,-8.722,460,22850,152,"N19","Micromesistius poutassou"
"1"," 51",46,43.9887,-8.637,422.5,16815,127,"N19","Micromesistius poutassou"
"1"," 51",47,43.8971,-8.6762,434.5,13380,178,"N19","Micromesistius poutassou"
"1"," 51",48,44.0656,-8.4461,331,6025,49,"N19","Micromesistius poutassou"
"1"," 51",49,44.0405,-8.5883,359,31695.9669079628,269,"N19","Micromesistius poutassou"
"1"," 51",50,43.8702,-8.5223,282.5,4975,54,"N19","Micromesistius poutassou"
"1"," 51",51,43.9467,-8.3703,248.5,47100,483,"N19","Micromesistius poutassou"
