"lance","camp","year","estrato","velocidad","recorrido","weight.time","dista_p","abert_h"
33,"N18",2018,NA,3.1,3779,1.333,NA,NA
34,"N18",2018,"C",3,2784,1,105.8,21.7
35,"N18",2018,"B",2.9,2712,0.967,98.8,21.1
36,"N18",2018,"C",3,2823,1,106.9,23
37,"N18",2018,"C",2.8,2747,1,106.3,22.4
38,"N18",2018,"B",3,2770,1,101.4,21.6
39,"N18",2018,"B",2.9,2849,1,93.2,NA
40,"N18",2018,"B",3,2781,1.033,96.5,20.1
41,"N18",2018,"B",2.9,2680,1,98.8,NA
42,"N18",2018,"B",2.9,2649,1,98.6,NA
43,"N18",2018,"B",2.8,2635,1,100.2,19.9
44,"N18",2018,"C",2.8,2555,1,111,22.1
45,"N18",2018,"C",2.9,2664,0.967,110.2,21.4
46,"N18",2018,NA,2.8,3519,1.333,124.2,22.9
47,"N18",2018,"C",2.9,2655,1,107.8,22.8
48,"N18",2018,"C",2.7,2648,1,107.4,22.5
49,"N18",2018,"B",3,2753,1,102.2,21
50,"N18",2018,"A",3,2787,1,90,18.8
51,"N18",2018,"B",2.9,2759,1,98.5,20.9
52,"N18",2018,NA,2.9,3588,1.333,111.4,25.1
53,"N18",2018,"C",2.9,2713,1,104.8,23.4
54,"N18",2018,"C",2.9,2677,1,108.1,21.8
55,"N18",2018,"B",2.9,2730,1,102,20.8
56,"N18",2018,"B",3,2793,1,103.7,21.1
57,"N18",2018,"B",2.9,2742,1,101.6,21.1
58,"N18",2018,"B",2.9,2258,1,100.1,21.1
59,"N18",2018,"B",3,2818,1,101.5,21.1
60,"N18",2018,"B",2.9,2739,1,103.2,20.4
61,"N18",2018,"B",2.9,2765,1,101,20.7
62,"N18",2018,"B",3,2861,1,89.5,19.5
63,"N18",2018,"B",3,2783,1,95.6,20.4
64,"N18",2018,"A",3,2784,1,89.1,20.1
65,"N18",2018,"A",3,2815,1,88,19.8
66,"N18",2018,"B",3,2759,1,99.2,19.8
67,"N18",2018,NA,2.8,3265,1.333,104.5,22.1
68,"N18",2018,"B",3,2810,1,98.7,19.4
69,"N18",2018,"B",3.1,2798,1,94.2,19.4
70,"N18",2018,"B",3,2786,1,92.7,18.9
71,"N18",2018,"B",3,2864,1.033,97,19.9
72,"N18",2018,"B",2.9,2719,1,100.5,NA
73,"N18",2018,"B",3,2828,0.967,100.4,20.3
74,"N18",2018,NA,3,2836,1,NA,NA
75,"N18",2018,"A",3,2763,1,89.8,20.8
76,"N18",2018,"C",3,2774,0.967,106.6,22.1
77,"N18",2018,"C",3,2728,0.967,115.4,NA
78,"N18",2018,NA,2.8,3451,1.333,113.8,23.1
79,"N18",2018,"C",3,2744,1,96.3,20.6
80,"N18",2018,"B",3,2798,1,107.8,NA
81,"N18",2018,"C",3,5755,1.033,108.2,21.2
82,"N18",2018,"B",3,2754,0.967,97,21.5
83,"N18",2018,"B",3,2796,1,93.5,20.4
84,"N18",2018,"C",3,2773,1,103.8,20.6
85,"N18",2018,"B",3,2797,0.967,88.2,19.5
86,"N18",2018,NA,2.8,3426,1.333,110.3,22.1
87,"N18",2018,"B",3,8104,1.033,100.8,NA
88,"N18",2018,"B",3,2784,1.333,96.5,20.4
89,"N18",2018,"A",3,2816,1,81.8,17.4
90,"N18",2018,"A",3.1,2825,0.967,86.8,18.2
91,"N18",2018,"B",3,2762,1,94.8,19.1
92,"N18",2018,"B",3,2799,1,NA,NA
93,"N18",2018,"C",2.9,2644,1,109.8,20.8
94,"N18",2018,NA,2.8,3486,1.333,119.8,22.1
95,"N18",2018,"C",3,2726,1,105.8,21.2
96,"N18",2018,"B",3,2764,1,95.2,19.6
97,"N18",2018,"B",3,2787,1,98.7,20.9
98,"N18",2018,"A",3.1,2854,1,90.7,19.9
99,"N18",2018,"B",3,2785,1,97.2,20.4
100,"N18",2018,NA,2.6,3184,1.333,116.3,22.1
101,"N18",2018,"C",3,2781,1,113.9,21.8
102,"N18",2018,"B",3,2824,1,96.5,19.6
103,"N18",2018,"C",3.1,2762,1,116.8,22.6
104,"N18",2018,"B",3.1,2871,1,99,20.8
105,"N18",2018,"A",3,2763,1,82.5,17.4
106,"N18",2018,"B",3,2763,1,104.2,NA
107,"N18",2018,"B",3,2823,1,95.3,18.6
108,"N18",2018,NA,2.5,3100,1.333,101,24
110,"N18",2018,NA,3,2727,1,97.5,16.1
111,"N18",2018,"B",3,2810,1,96.8,20.1
112,"N18",2018,"C",3,2679,1,106.3,20.7
113,"N18",2018,"C",3,2695,1,104,21.2
114,"N18",2018,"A",3,2810,1.033,87.1,18.4
115,"N18",2018,"B",3,2803,1,95.2,19.3
116,"N18",2018,"A",3,2760,1,85.7,18.1
117,"N18",2018,"A",3.1,2822,1,85.2,18.8
118,"N18",2018,"A",3.1,2805,1,86.3,18.6
119,"N18",2018,"B",3,2701,1,91.8,18.6
120,"N18",2018,"A",3,2754,1,86,18.2
121,"N18",2018,"A",3,2727,0.967,83,17.9
122,"N18",2018,"B",3.1,2821,1,94,18.9
123,"N18",2018,"B",3.1,2832,1,97.3,19.2
124,"N18",2018,"C",2.9,2688,1,107.5,22.1
125,"N18",2018,"B",3,2782,1,92.5,19.1
126,"N18",2018,"B",3,2849,1,90.7,18.7
127,"N18",2018,NA,2.7,3368,1.333,112.9,22.4
128,"N18",2018,"C",3,2675,1,106.7,21.4
129,"N18",2018,"C",3,2752,1,106.9,NA
130,"N18",2018,"B",3.1,4142,1,92.8,19.4
131,"N18",2018,"C",3,2778,1,104.1,20.5
132,"N18",2018,"B",3,2791,1,98,19.8
1,"N19",2019,"A",3,2753,1,NA,NA
2,"N19",2019,"A",2.9,2686,1,NA,NA
3,"N19",2019,"B",3,2796,1,NA,NA
4,"N19",2019,"B",3,NA,1,96.1,17.8
5,"N19",2019,"C",3,NA,1,111,20.6
6,"N19",2019,"B",3,NA,1,99,21.1
7,"N19",2019,"A",2.9,NA,1,88,18.3
8,"N19",2019,"B",3,NA,1,95,19.7
9,"N19",2019,"B",3,NA,1,96.6,20.1
10,"N19",2019,"B",2.9,NA,1,96.5,19.2
11,"N19",2019,"B",3,NA,1,94.9,19.6
12,"N19",2019,"C",2.9,NA,1,104.6,21.1
13,"N19",2019,NA,2.7,NA,1.333,117,21.1
14,"N19",2019,NA,2.7,NA,1.3,103,22.5
15,"N19",2019,"A",3.1,NA,1,86.8,18.6
16,"N19",2019,"B",3,NA,1,91,18.5
17,"N19",2019,"C",3,NA,1,102,21
18,"N19",2019,"B",3,NA,1,93,19.5
19,"N19",2019,NA,2.9,NA,1.333,123,20.6
20,"N19",2019,"C",3,NA,1,102,20.9
21,"N19",2019,"B",3,NA,1,93.6,19.3
22,"N19",2019,"C",3,NA,1,101,20.8
23,"N19",2019,"B",3.1,NA,1,96.4,20.2
24,"N19",2019,"B",3,NA,0.967,97.7,19.7
25,"N19",2019,"C",2.9,NA,1,104,20.2
26,"N19",2019,"C",2.9,NA,1,104,20.7
27,"N19",2019,"B",2.9,NA,1,96,19.3
28,"N19",2019,"C",2.9,NA,1,104,29
29,"N19",2019,"C",2.9,NA,1,104,20.9
30,"N19",2019,"B",2.9,NA,1,97,20.3
31,"N19",2019,"A",3.1,NA,1,81.9,17.8
32,"N19",2019,"B",3,NA,1,96.4,20.1
33,"N19",2019,"B",3,NA,1,98,20
34,"N19",2019,"A",3.1,NA,1,96,20.1
35,"N19",2019,"B",2.9,NA,1,99,19.2
36,"N19",2019,"B",3,NA,3,100,19.8
37,"N19",2019,"B",3,NA,1,98,19.6
38,"N19",2019,"B",3,NA,1,99,19.9
39,"N19",2019,"B",2.9,NA,1,96,19.7
40,"N19",2019,"C",2.9,NA,1,104,21.1
41,"N19",2019,NA,2.9,NA,1.333,111,NA
42,"N19",2019,NA,2.8,NA,1.333,122,21.5
43,"N19",2019,"C",2.9,NA,1,111,21.8
44,"N19",2019,NA,2.8,NA,1.333,112,21.5
45,"N19",2019,"C",2.8,NA,1,103,20.8
46,"N19",2019,"C",2.9,NA,1,110,21.2
47,"N19",2019,"C",2.9,NA,1,113,21.8
48,"N19",2019,"C",2.9,NA,1,111,21.7
49,"N19",2019,"C",2.7,NA,0.967,112,21.1
50,"N19",2019,"C",2.9,NA,1,107,21.2
51,"N19",2019,"C",2.9,NA,1,106,21.3
52,"N19",2019,"B",3,NA,1,110,21
53,"N19",2019,"B",2.9,NA,1,101,20.2
54,"N19",2019,"C",3,NA,1,10.5,21.1
55,"N19",2019,"C",3,NA,1,103,21.1
56,"N19",2019,"A",3,NA,1,86,17.5
57,"N19",2019,"B",3.1,NA,1,99,19.7
58,"N19",2019,"A",3.1,NA,1,83.7,17.1
59,"N19",2019,"B",3,NA,1,95,19.9
60,"N19",2019,"B",3,NA,1,98,19.9
61,"N19",2019,"B",3,NA,1,101,20.4
62,"N19",2019,"A",3,NA,1,90.4,NA
63,"N19",2019,"B",3,NA,1,97.5,20.4
64,"N19",2019,"B",3,NA,1,101.2,19.9
65,"N19",2019,NA,2.9,NA,1.333,148.7,24.7
66,"N19",2019,"B",3,NA,1,98.7,19.9
67,"N19",2019,"B",3,NA,1,94.6,18.1
68,"N19",2019,"B",2.9,NA,1,96.4,29.5
69,"N19",2019,"B",2,NA,1.033,98,20.1
70,"N19",2019,"A",3,NA,1,92.1,19.1
71,"N19",2019,"A",3,NA,0.967,82.7,17.3
72,"N19",2019,"B",3,NA,1,94.2,19.4
73,"N19",2019,"B",3,NA,1,96.2,19.5
74,"N19",2019,"C",2.9,NA,1,104.7,20.6
75,"N19",2019,"B",2.9,NA,1,93,19.2
76,"N19",2019,"C",3,NA,1,103,20.4
77,"N19",2019,NA,2.9,NA,1.333,112.2,21.7
78,"N19",2019,"B",2.8,NA,1,93,19.4
79,"N19",2019,"B",2.9,NA,1,89.5,18.7
80,"N19",2019,"C",3,NA,1,100.1,19.9
81,"N19",2019,"B",3,NA,1,92,19.3
82,"N19",2019,"C",2.4,NA,0.967,112.5,21.5
83,"N19",2019,"C",3,NA,1,100.5,19.9
84,"N19",2019,NA,3.1,NA,0.967,74.1,15.9
85,"N19",2019,"A",3,NA,1,88.1,18.6
86,"N19",2019,"B",2.8,NA,1,95.5,20.2
87,"N19",2019,"C",2.6,NA,1,107.3,21.4
88,"N19",2019,NA,2.8,NA,1.333,118.6,23.5
89,"N19",2019,"C",3,NA,1,107.8,21.6
90,"N19",2019,"B",3,NA,1,93.9,19.1
91,"N19",2019,"B",2.9,NA,1,97.3,19.8
92,"N19",2019,"B",2.7,NA,1,96.9,20.8
93,"N19",2019,"A",3,NA,1,85.1,18
94,"N19",2019,"A",3,NA,1,93.2,19.5
95,"N19",2019,"B",3,NA,1,94,19.1
96,"N19",2019,"C",2.9,NA,1,110.2,21.4
97,"N19",2019,NA,2.9,NA,1.333,123.4,23.4
98,"N19",2019,"B",2.9,NA,1,94.7,19.7
99,"N19",2019,"C",2.9,NA,1,110.5,21.9
100,"N19",2019,"B",2.9,NA,1,94.2,19.9
101,"N19",2019,"B",2.9,NA,1,90.8,18.8
102,"N19",2019,"A",2.9,NA,0.967,86.4,18.7
103,"N19",2019,"C",2.8,NA,1,96.7,19.6
104,"N19",2019,"B",3,NA,1,104.2,21.4
105,"N19",2019,NA,2.7,NA,1.333,106.3,19.6
106,"N19",2019,"A",3,NA,1,90.8,18.6
107,"N19",2019,"B",2.9,NA,1,97.2,19.6
108,"N19",2019,"A",3,NA,1,82.2,16.8
109,"N19",2019,"A",3,NA,1,91,19.2
110,"N19",2019,NA,3.1,NA,1,75.4,17.1
111,"N19",2019,"B",3,NA,1,97.8,20.1
112,"N19",2019,"C",2.6,NA,1,105,20.9
113,"N19",2019,NA,2.6,NA,1.333,117.2,23.4
114,"N19",2019,"A",2.9,NA,1,90.2,18.6
115,"N19",2019,"A",2.9,NA,1,87.2,18.1
116,"N19",2019,"B",2.9,NA,1,96.3,19.4
117,"N19",2019,"B",2.9,NA,1,96.7,19.4
118,"N19",2019,"A",2.7,NA,0.867,88.9,18.7
119,"N19",2019,"B",2.8,NA,1,96.5,19.4
120,"N19",2019,"B",3,NA,1,100.5,19.8
121,"N19",2019,"B",2.7,NA,1,98.2,19.4
122,"N19",2019,"C",2.7,NA,1,112.9,22.6
123,"N19",2019,NA,2.8,NA,1.333,122.2,25.7
124,"N19",2019,"C",2.9,NA,1,106.8,21.6
125,"N19",2019,"C",2.9,NA,1,108.8,22.3
126,"N19",2019,"B",2.9,NA,1,92.2,19.3
127,"N19",2019,NA,2.9,NA,1,71.8,15.6
128,"N19",2019,"A",2.9,NA,1,81.2,17.4
129,"N19",2019,"B",2.9,NA,1,95,19
130,"N19",2019,"C",2.9,NA,1,100.8,20.4
