"lance","camp","sector","validez","lat","long","prof","talla","sexo","numero"
25,"N85","2C",1,43.3641,-9.3583,281.5,46,"1",1
26,"N85","2B",1,43.4034,-9.0525,161,25,"2",2
26,"N85","2B",1,43.4034,-9.0525,161,26,"1",1
26,"N85","2B",1,43.4034,-9.0525,161,27,"1",1
26,"N85","2B",1,43.4034,-9.0525,161,27,"2",3
26,"N85","2B",1,43.4034,-9.0525,161,28,"2",1
26,"N85","2B",1,43.4034,-9.0525,161,29,"1",2
26,"N85","2B",1,43.4034,-9.0525,161,29,"2",2
26,"N85","2B",1,43.4034,-9.0525,161,32,"1",1
26,"N85","2B",1,43.4034,-9.0525,161,33,"2",2
26,"N85","2B",1,43.4034,-9.0525,161,34,"2",1
26,"N85","2B",1,43.4034,-9.0525,161,35,"1",3
27,"N85","2B",1,43.4866,-8.995,183,25,"1",1
28,"N85","2C",1,43.5442,-8.9609,263.5,21,"2",1
28,"N85","2C",1,43.5442,-8.9609,263.5,22,"1",1
28,"N85","2C",1,43.5442,-8.9609,263.5,23,"2",1
28,"N85","2C",1,43.5442,-8.9609,263.5,24,"2",2
28,"N85","2C",1,43.5442,-8.9609,263.5,25,"1",1
28,"N85","2C",1,43.5442,-8.9609,263.5,25,"2",1
28,"N85","2C",1,43.5442,-8.9609,263.5,26,"1",1
28,"N85","2C",1,43.5442,-8.9609,263.5,26,"2",1
28,"N85","2C",1,43.5442,-8.9609,263.5,27,"1",2
28,"N85","2C",1,43.5442,-8.9609,263.5,27,"2",1
28,"N85","2C",1,43.5442,-8.9609,263.5,29,"1",1
28,"N85","2C",1,43.5442,-8.9609,263.5,29,"2",2
28,"N85","2C",1,43.5442,-8.9609,263.5,34,"1",1
29,"N85","2C",1,43.6409,-8.9466,393.5,19,"2",1
29,"N85","2C",1,43.6409,-8.9466,393.5,20,"2",1
29,"N85","2C",1,43.6409,-8.9466,393.5,21,"2",1
29,"N85","2C",1,43.6409,-8.9466,393.5,22,"2",1
29,"N85","2C",1,43.6409,-8.9466,393.5,23,"1",1
29,"N85","2C",1,43.6409,-8.9466,393.5,23,"2",1
29,"N85","2C",1,43.6409,-8.9466,393.5,24,"2",1
29,"N85","2C",1,43.6409,-8.9466,393.5,25,"2",3
29,"N85","2C",1,43.6409,-8.9466,393.5,26,"1",1
29,"N85","2C",1,43.6409,-8.9466,393.5,26,"2",1
29,"N85","2C",1,43.6409,-8.9466,393.5,27,"2",1
29,"N85","2C",1,43.6409,-8.9466,393.5,28,"1",1
29,"N85","2C",1,43.6409,-8.9466,393.5,28,"2",1
29,"N85","2C",1,43.6409,-8.9466,393.5,29,"1",2
29,"N85","2C",1,43.6409,-8.9466,393.5,29,"2",1
29,"N85","2C",1,43.6409,-8.9466,393.5,30,"1",1
29,"N85","2C",1,43.6409,-8.9466,393.5,30,"2",3
29,"N85","2C",1,43.6409,-8.9466,393.5,31,"2",1
29,"N85","2C",1,43.6409,-8.9466,393.5,32,"1",4
29,"N85","2C",1,43.6409,-8.9466,393.5,32,"2",2
29,"N85","2C",1,43.6409,-8.9466,393.5,33,"2",2
29,"N85","2C",1,43.6409,-8.9466,393.5,34,"1",1
29,"N85","2C",1,43.6409,-8.9466,393.5,34,"2",1
29,"N85","2C",1,43.6409,-8.9466,393.5,35,"1",3
29,"N85","2C",1,43.6409,-8.9466,393.5,36,"1",1
29,"N85","2C",1,43.6409,-8.9466,393.5,37,"1",1
29,"N85","2C",1,43.6409,-8.9466,393.5,41,"1",2
29,"N85","2C",1,43.6409,-8.9466,393.5,42,"1",4
30,"N85","2C",1,43.6359,-8.85,258.5,25,"1",1
30,"N85","2C",1,43.6359,-8.85,258.5,27,"1",1
30,"N85","2C",1,43.6359,-8.85,258.5,31,"2",3
30,"N85","2C",1,43.6359,-8.85,258.5,42,"2",1
31,"N85","2B",1,43.6125,-8.5259,154.5,23,"1",1
31,"N85","2B",1,43.6125,-8.5259,154.5,30,"1",1
31,"N85","2B",1,43.6125,-8.5259,154.5,34,"1",1
31,"N85","2B",1,43.6125,-8.5259,154.5,35,"1",1
31,"N85","2B",1,43.6125,-8.5259,154.5,36,"1",1
31,"N85","2B",1,43.6125,-8.5259,154.5,46,"1",1
33,"N85","2C",1,43.6908,-8.6834,228.5,19,"2",1
33,"N85","2C",1,43.6908,-8.6834,228.5,28,"1",1
33,"N85","2C",1,43.6908,-8.6834,228.5,29,"1",1
33,"N85","2C",1,43.6908,-8.6834,228.5,30,"2",1
33,"N85","2C",1,43.6908,-8.6834,228.5,45,"2",1
34,"N85","2C",1,43.7992,-8.6334,300,24,"1",1
34,"N85","2C",1,43.7992,-8.6334,300,25,"2",1
34,"N85","2C",1,43.7992,-8.6334,300,26,"2",1
34,"N85","2C",1,43.7992,-8.6334,300,27,"2",1
34,"N85","2C",1,43.7992,-8.6334,300,28,"1",1
34,"N85","2C",1,43.7992,-8.6334,300,28,"2",1
34,"N85","2C",1,43.7992,-8.6334,300,32,"1",3
34,"N85","2C",1,43.7992,-8.6334,300,37,"1",1
34,"N85","2C",1,43.7992,-8.6334,300,45,"1",1
35,"N85","2C",1,43.7334,-8.605,225,31,"2",1
35,"N85","2C",1,43.7334,-8.605,225,34,"1",1
37,"N85","2B",1,43.545,-8.7259,151,34,"1",1
37,"N85","2B",1,43.545,-8.7259,151,35,"1",1
37,"N85","2B",1,43.545,-8.7259,151,37,"2",1
37,"N85","2B",1,43.545,-8.7259,151,39,"1",1
38,"N85","2B",1,43.525,-8.8392,168.5,22,"2",1
38,"N85","2B",1,43.525,-8.8392,168.5,23,"1",2
38,"N85","2B",1,43.525,-8.8392,168.5,25,"2",1
38,"N85","2B",1,43.525,-8.8392,168.5,26,"1",1
38,"N85","2B",1,43.525,-8.8392,168.5,27,"1",1
38,"N85","2B",1,43.525,-8.8392,168.5,27,"2",1
38,"N85","2B",1,43.525,-8.8392,168.5,29,"1",1
38,"N85","2B",1,43.525,-8.8392,168.5,31,"1",1
38,"N85","2B",1,43.525,-8.8392,168.5,33,"1",1
38,"N85","2B",1,43.525,-8.8392,168.5,33,"2",1
38,"N85","2B",1,43.525,-8.8392,168.5,34,"1",1
38,"N85","2B",1,43.525,-8.8392,168.5,34,"2",1
38,"N85","2B",1,43.525,-8.8392,168.5,35,"1",1
38,"N85","2B",1,43.525,-8.8392,168.5,39,"1",2
38,"N85","2B",1,43.525,-8.8392,168.5,46,"2",1
39,"N85","2B",1,43.4583,-8.8533,154.5,26,"1",1
39,"N85","2B",1,43.4583,-8.8533,154.5,28,"1",2
39,"N85","2B",1,43.4583,-8.8533,154.5,29,"1",1
39,"N85","2B",1,43.4583,-8.8533,154.5,29,"2",2
39,"N85","2B",1,43.4583,-8.8533,154.5,32,"1",1
39,"N85","2B",1,43.4583,-8.8533,154.5,32,"2",1
39,"N85","2B",1,43.4583,-8.8533,154.5,35,"1",2
39,"N85","2B",1,43.4583,-8.8533,154.5,37,"1",1
39,"N85","2B",1,43.4583,-8.8533,154.5,39,"2",1
39,"N85","2B",1,43.4583,-8.8533,154.5,41,"1",1
39,"N85","2B",1,43.4583,-8.8533,154.5,44,"1",1
39,"N85","2B",1,43.4583,-8.8533,154.5,46,"1",1
39,"N85","2B",1,43.4583,-8.8533,154.5,47,"1",1
39,"N85","2B",1,43.4583,-8.8533,154.5,53,"2",1
45,"N85","2C",1,43.8834,-8.3475,211,20,"1",1
45,"N85","2C",1,43.8834,-8.3475,211,24,"1",1
45,"N85","2C",1,43.8834,-8.3475,211,30,"1",1
45,"N85","2C",1,43.8834,-8.3475,211,30,"2",1
45,"N85","2C",1,43.8834,-8.3475,211,32,"2",1
46,"N85","2C",1,43.9625,-8.3725,245,21,"2",1
46,"N85","2C",1,43.9625,-8.3725,245,28,"2",1
46,"N85","2C",1,43.9625,-8.3725,245,30,"2",1
47,"N85","2C",1,44.0117,-8.4458,296.5,25,"1",1
47,"N85","2C",1,44.0117,-8.4458,296.5,26,"1",1
47,"N85","2C",1,44.0117,-8.4458,296.5,27,"1",1
47,"N85","2C",1,44.0117,-8.4458,296.5,28,"2",1
47,"N85","2C",1,44.0117,-8.4458,296.5,29,"2",3
47,"N85","2C",1,44.0117,-8.4458,296.5,30,"1",2
47,"N85","2C",1,44.0117,-8.4458,296.5,30,"2",2
47,"N85","2C",1,44.0117,-8.4458,296.5,31,"2",1
47,"N85","2C",1,44.0117,-8.4458,296.5,32,"2",1
47,"N85","2C",1,44.0117,-8.4458,296.5,33,"2",1
47,"N85","2C",1,44.0117,-8.4458,296.5,36,"1",1
47,"N85","2C",1,44.0117,-8.4458,296.5,40,"2",1
47,"N85","2C",1,44.0117,-8.4458,296.5,41,"1",1
48,"N85","2C",1,43.8692,-8.6633,398,33,"2",1
48,"N85","2C",1,43.8692,-8.6633,398,38,"1",1
48,"N85","2C",1,43.8692,-8.6633,398,40,"1",1
48,"N85","2C",1,43.8692,-8.6633,398,42,"2",1
48,"N85","2C",1,43.8692,-8.6633,398,45,"1",2
48,"N85","2C",1,43.8692,-8.6633,398,51,"1",1
49,"N85","2C",1,43.9675,-8.6183,407,27,"2",2
49,"N85","2C",1,43.9675,-8.6183,407,28,"1",1
49,"N85","2C",1,43.9675,-8.6183,407,29,"2",1
49,"N85","2C",1,43.9675,-8.6183,407,32,"1",3
49,"N85","2C",1,43.9675,-8.6183,407,32,"2",1
49,"N85","2C",1,43.9675,-8.6183,407,35,"1",1
49,"N85","2C",1,43.9675,-8.6183,407,37,"1",1
49,"N85","2C",1,43.9675,-8.6183,407,41,"1",1
50,"N85","2C",1,43.985,-8.5058,279,23,"1",1
50,"N85","2C",1,43.985,-8.5058,279,25,"1",1
50,"N85","2C",1,43.985,-8.5058,279,26,"1",1
50,"N85","2C",1,43.985,-8.5058,279,26,"2",2
50,"N85","2C",1,43.985,-8.5058,279,27,"1",3
50,"N85","2C",1,43.985,-8.5058,279,27,"2",1
50,"N85","2C",1,43.985,-8.5058,279,28,"1",1
50,"N85","2C",1,43.985,-8.5058,279,28,"2",2
50,"N85","2C",1,43.985,-8.5058,279,29,"1",1
50,"N85","2C",1,43.985,-8.5058,279,29,"2",1
50,"N85","2C",1,43.985,-8.5058,279,30,"1",5
50,"N85","2C",1,43.985,-8.5058,279,30,"2",4
50,"N85","2C",1,43.985,-8.5058,279,31,"2",1
50,"N85","2C",1,43.985,-8.5058,279,32,"1",2
50,"N85","2C",1,43.985,-8.5058,279,32,"2",1
50,"N85","2C",1,43.985,-8.5058,279,33,"1",1
50,"N85","2C",1,43.985,-8.5058,279,33,"2",4
50,"N85","2C",1,43.985,-8.5058,279,34,"1",2
50,"N85","2C",1,43.985,-8.5058,279,35,"2",1
50,"N85","2C",1,43.985,-8.5058,279,36,"1",1
50,"N85","2C",1,43.985,-8.5058,279,37,"1",2
50,"N85","2C",1,43.985,-8.5058,279,39,"1",2
50,"N85","2C",1,43.985,-8.5058,279,40,"2",1
51,"N85","3B",1,44.0408,-7.4692,195,20,"1",1
56,"N85","3B",1,43.7858,-7.3325,136,32,"2",1
59,"N85","3B",1,43.6942,-7.0133,120.5,30,"2",1
67,"N85","4A",1,43.6925,-5.7308,98,40,"1",1
67,"N85","4A",1,43.6925,-5.7308,98,43,"1",1
67,"N85","4A",1,43.6925,-5.7308,98,44,"1",1
67,"N85","4A",1,43.6925,-5.7308,98,45,"1",1
67,"N85","4A",1,43.6925,-5.7308,98,45,"2",1
67,"N85","4A",1,43.6925,-5.7308,98,46,"1",2
67,"N85","4A",1,43.6925,-5.7308,98,48,"1",2
67,"N85","4A",1,43.6925,-5.7308,98,49,"1",1
70,"N85","4C",1,43.9467,-5.6733,431,48,"1",1
78,"N85","5C",1,43.5617,-2.5758,237,27,"1",1
78,"N85","5C",1,43.5617,-2.5758,237,37,"2",1
78,"N85","5C",1,43.5617,-2.5758,237,38,"1",1
78,"N85","5C",1,43.5617,-2.5758,237,41,"2",1
78,"N85","5C",1,43.5617,-2.5758,237,44,"2",1
78,"N85","5C",1,43.5617,-2.5758,237,45,"1",2
78,"N85","5C",1,43.5617,-2.5758,237,45,"2",1
78,"N85","5C",1,43.5617,-2.5758,237,47,"2",1
78,"N85","5C",1,43.5617,-2.5758,237,48,"1",2
78,"N85","5C",1,43.5617,-2.5758,237,49,"2",4
78,"N85","5C",1,43.5617,-2.5758,237,50,"2",2
78,"N85","5C",1,43.5617,-2.5758,237,51,"1",2
78,"N85","5C",1,43.5617,-2.5758,237,51,"2",2
78,"N85","5C",1,43.5617,-2.5758,237,53,"1",2
78,"N85","5C",1,43.5617,-2.5758,237,53,"2",2
78,"N85","5C",1,43.5617,-2.5758,237,54,"1",1
78,"N85","5C",1,43.5617,-2.5758,237,55,"2",1
78,"N85","5C",1,43.5617,-2.5758,237,56,"2",1
78,"N85","5C",1,43.5617,-2.5758,237,57,"2",1
78,"N85","5C",1,43.5617,-2.5758,237,58,"1",1
78,"N85","5C",1,43.5617,-2.5758,237,58,"2",1
78,"N85","5C",1,43.5617,-2.5758,237,59,"1",1
78,"N85","5C",1,43.5617,-2.5758,237,62,"1",1
78,"N85","5C",1,43.5617,-2.5758,237,64,"1",1
78,"N85","5C",1,43.5617,-2.5758,237,66,"1",1
79,"N85","5B",1,43.5221,-2.47,180,35,"2",1
79,"N85","5B",1,43.5221,-2.47,180,36,"1",1
79,"N85","5B",1,43.5221,-2.47,180,37,"2",1
79,"N85","5B",1,43.5221,-2.47,180,40,"2",1
79,"N85","5B",1,43.5221,-2.47,180,42,"1",1
79,"N85","5B",1,43.5221,-2.47,180,44,"1",2
79,"N85","5B",1,43.5221,-2.47,180,49,"1",1
79,"N85","5B",1,43.5221,-2.47,180,52,"1",1
79,"N85","5B",1,43.5221,-2.47,180,56,"1",1
80,"N85","5A",1,43.3863,-2.2612,98,34,"2",1
80,"N85","5A",1,43.3863,-2.2612,98,37,"2",1
80,"N85","5A",1,43.3863,-2.2612,98,46,"1",1
80,"N85","5A",1,43.3863,-2.2612,98,47,"1",1
80,"N85","5A",1,43.3863,-2.2612,98,48,"1",1
82,"N85","5C",1,43.5267,-2.2008,260,22,"2",1
82,"N85","5C",1,43.5267,-2.2008,260,26,"1",1
82,"N85","5C",1,43.5267,-2.2008,260,27,"1",1
82,"N85","5C",1,43.5267,-2.2008,260,29,"1",1
82,"N85","5C",1,43.5267,-2.2008,260,30,"1",1
82,"N85","5C",1,43.5267,-2.2008,260,36,"2",1
82,"N85","5C",1,43.5267,-2.2008,260,38,"1",1
82,"N85","5C",1,43.5267,-2.2008,260,39,"1",1
83,"N85","5B",1,43.5125,-2.218,185,27,"2",1
83,"N85","5B",1,43.5125,-2.218,185,28,"2",1
84,"N85","5A",1,43.3683,-2.1692,97.5,40,"1",1
84,"N85","5A",1,43.3683,-2.1692,97.5,45,"1",1
84,"N85","5A",1,43.3683,-2.1692,97.5,47,"1",1
84,"N85","5A",1,43.3683,-2.1692,97.5,49,"1",1
85,"N85","4B",1,43.6262,-5.3867,115.5,32,"1",1
85,"N85","4B",1,43.6262,-5.3867,115.5,32,"2",1
85,"N85","4B",1,43.6262,-5.3867,115.5,33,"1",2
85,"N85","4B",1,43.6262,-5.3867,115.5,34,"2",2
85,"N85","4B",1,43.6262,-5.3867,115.5,38,"1",1
85,"N85","4B",1,43.6262,-5.3867,115.5,38,"2",1
85,"N85","4B",1,43.6262,-5.3867,115.5,39,"1",2
85,"N85","4B",1,43.6262,-5.3867,115.5,39,"2",1
85,"N85","4B",1,43.6262,-5.3867,115.5,40,"1",2
85,"N85","4B",1,43.6262,-5.3867,115.5,40,"2",1
85,"N85","4B",1,43.6262,-5.3867,115.5,48,"1",1
87,"N85","4B",1,43.7708,-5.2117,183.5,29,"2",1
88,"N85","4C",1,43.805,-5.0375,482,24,"1",1
88,"N85","4C",1,43.805,-5.0375,482,25,"2",1
88,"N85","4C",1,43.805,-5.0375,482,31,"2",1
88,"N85","4C",1,43.805,-5.0375,482,32,"2",1
88,"N85","4C",1,43.805,-5.0375,482,33,"1",2
88,"N85","4C",1,43.805,-5.0375,482,33,"2",1
88,"N85","4C",1,43.805,-5.0375,482,34,"1",3
88,"N85","4C",1,43.805,-5.0375,482,34,"2",1
88,"N85","4C",1,43.805,-5.0375,482,35,"1",3
88,"N85","4C",1,43.805,-5.0375,482,36,"1",2
88,"N85","4C",1,43.805,-5.0375,482,38,"1",1
88,"N85","4C",1,43.805,-5.0375,482,39,"1",3
88,"N85","4C",1,43.805,-5.0375,482,40,"1",1
88,"N85","4C",1,43.805,-5.0375,482,40,"2",1
88,"N85","4C",1,43.805,-5.0375,482,41,"1",1
88,"N85","4C",1,43.805,-5.0375,482,44,"1",1
88,"N85","4C",1,43.805,-5.0375,482,45,"1",3
88,"N85","4C",1,43.805,-5.0375,482,46,"1",1
88,"N85","4C",1,43.805,-5.0375,482,48,"1",1
88,"N85","4C",1,43.805,-5.0375,482,51,"1",1
88,"N85","4C",1,43.805,-5.0375,482,52,"2",1
88,"N85","4C",1,43.805,-5.0375,482,54,"1",1
88,"N85","4C",1,43.805,-5.0375,482,56,"1",1
88,"N85","4C",1,43.805,-5.0375,482,58,"1",1
88,"N85","4C",1,43.805,-5.0375,482,60,"1",1
88,"N85","4C",1,43.805,-5.0375,482,70,"1",1
89,"N85","4B",1,43.7292,-5.0225,182,33,"1",1
1,"N86","1B",1,42.1217,-8.9667,130,21,"1",1
1,"N86","1B",1,42.1217,-8.9667,130,22,"1",1
1,"N86","1B",1,42.1217,-8.9667,130,23,"2",3
1,"N86","1B",1,42.1217,-8.9667,130,24,"1",2
1,"N86","1B",1,42.1217,-8.9667,130,24,"2",1
1,"N86","1B",1,42.1217,-8.9667,130,25,"1",1
1,"N86","1B",1,42.1217,-8.9667,130,25,"2",1
1,"N86","1B",1,42.1217,-8.9667,130,26,"1",2
1,"N86","1B",1,42.1217,-8.9667,130,26,"2",6
1,"N86","1B",1,42.1217,-8.9667,130,27,"1",4
1,"N86","1B",1,42.1217,-8.9667,130,27,"2",7
1,"N86","1B",1,42.1217,-8.9667,130,28,"1",11
1,"N86","1B",1,42.1217,-8.9667,130,28,"2",5
1,"N86","1B",1,42.1217,-8.9667,130,29,"1",10
1,"N86","1B",1,42.1217,-8.9667,130,29,"2",2
1,"N86","1B",1,42.1217,-8.9667,130,30,"1",4
1,"N86","1B",1,42.1217,-8.9667,130,30,"2",5
1,"N86","1B",1,42.1217,-8.9667,130,31,"1",4
1,"N86","1B",1,42.1217,-8.9667,130,31,"2",9
1,"N86","1B",1,42.1217,-8.9667,130,32,"1",7
1,"N86","1B",1,42.1217,-8.9667,130,32,"2",5
1,"N86","1B",1,42.1217,-8.9667,130,33,"1",6
1,"N86","1B",1,42.1217,-8.9667,130,33,"2",7
1,"N86","1B",1,42.1217,-8.9667,130,34,"1",10
1,"N86","1B",1,42.1217,-8.9667,130,34,"2",10
1,"N86","1B",1,42.1217,-8.9667,130,35,"1",6
1,"N86","1B",1,42.1217,-8.9667,130,35,"2",1
1,"N86","1B",1,42.1217,-8.9667,130,36,"1",2
1,"N86","1B",1,42.1217,-8.9667,130,36,"2",3
1,"N86","1B",1,42.1217,-8.9667,130,37,"1",3
1,"N86","1B",1,42.1217,-8.9667,130,38,"1",3
1,"N86","1B",1,42.1217,-8.9667,130,39,"1",3
1,"N86","1B",1,42.1217,-8.9667,130,39,"2",1
1,"N86","1B",1,42.1217,-8.9667,130,40,"1",1
1,"N86","1B",1,42.1217,-8.9667,130,43,"1",1
1,"N86","1B",1,42.1217,-8.9667,130,45,"1",1
2,"N86","1B",1,42.1983,-9.1467,144.5,39,"1",1
7,"N86","1C",1,42.1242,-9.3542,243,24,"1",1
7,"N86","1C",1,42.1242,-9.3542,243,28,"1",2
7,"N86","1C",1,42.1242,-9.3542,243,31,"1",1
8,"N86","1C",1,42.3,-9.3734,256,25,"1",1
8,"N86","1C",1,42.3,-9.3734,256,25,"2",1
8,"N86","1C",1,42.3,-9.3734,256,28,"2",1
8,"N86","1C",1,42.3,-9.3734,256,31,"2",2
8,"N86","1C",1,42.3,-9.3734,256,32,"1",1
8,"N86","1C",1,42.3,-9.3734,256,33,"1",1
8,"N86","1C",1,42.3,-9.3734,256,36,"1",1
8,"N86","1C",1,42.3,-9.3734,256,39,"1",1
8,"N86","1C",1,42.3,-9.3734,256,40,"1",1
9,"N86","1C",1,42.4891,-9.365,273,15,"2",1
9,"N86","1C",1,42.4891,-9.365,273,16,"2",1
9,"N86","1C",1,42.4891,-9.365,273,25,"1",1
9,"N86","1C",1,42.4891,-9.365,273,25,"2",2
9,"N86","1C",1,42.4891,-9.365,273,26,"2",1
9,"N86","1C",1,42.4891,-9.365,273,29,"1",1
9,"N86","1C",1,42.4891,-9.365,273,29,"2",3
9,"N86","1C",1,42.4891,-9.365,273,30,"1",1
9,"N86","1C",1,42.4891,-9.365,273,30,"2",3
9,"N86","1C",1,42.4891,-9.365,273,33,"1",1
9,"N86","1C",1,42.4891,-9.365,273,33,"2",1
9,"N86","1C",1,42.4891,-9.365,273,35,"2",1
9,"N86","1C",1,42.4891,-9.365,273,37,"1",1
9,"N86","1C",1,42.4891,-9.365,273,38,"1",1
10,"N86","1C",1,42.3916,-9.3108,305,11,"3",1
10,"N86","1C",1,42.3916,-9.3108,305,12,"3",1
10,"N86","1C",1,42.3916,-9.3108,305,14,"2",1
10,"N86","1C",1,42.3916,-9.3108,305,15,"2",2
10,"N86","1C",1,42.3916,-9.3108,305,15,"3",1
10,"N86","1C",1,42.3916,-9.3108,305,16,"2",4
10,"N86","1C",1,42.3916,-9.3108,305,16,"3",1
10,"N86","1C",1,42.3916,-9.3108,305,17,"2",4
10,"N86","1C",1,42.3916,-9.3108,305,18,"2",2
10,"N86","1C",1,42.3916,-9.3108,305,19,"1",1
10,"N86","1C",1,42.3916,-9.3108,305,20,"1",2
10,"N86","1C",1,42.3916,-9.3108,305,20,"2",5
10,"N86","1C",1,42.3916,-9.3108,305,21,"1",1
10,"N86","1C",1,42.3916,-9.3108,305,21,"2",1
10,"N86","1C",1,42.3916,-9.3108,305,22,"1",1
10,"N86","1C",1,42.3916,-9.3108,305,22,"2",2
10,"N86","1C",1,42.3916,-9.3108,305,23,"1",1
10,"N86","1C",1,42.3916,-9.3108,305,23,"2",2
10,"N86","1C",1,42.3916,-9.3108,305,24,"1",2
10,"N86","1C",1,42.3916,-9.3108,305,24,"2",1
10,"N86","1C",1,42.3916,-9.3108,305,25,"1",3
10,"N86","1C",1,42.3916,-9.3108,305,25,"2",1
10,"N86","1C",1,42.3916,-9.3108,305,26,"1",1
10,"N86","1C",1,42.3916,-9.3108,305,26,"2",3
10,"N86","1C",1,42.3916,-9.3108,305,27,"1",2
10,"N86","1C",1,42.3916,-9.3108,305,27,"2",1
10,"N86","1C",1,42.3916,-9.3108,305,28,"1",1
10,"N86","1C",1,42.3916,-9.3108,305,28,"2",4
10,"N86","1C",1,42.3916,-9.3108,305,29,"2",2
10,"N86","1C",1,42.3916,-9.3108,305,30,"2",1
10,"N86","1C",1,42.3916,-9.3108,305,31,"1",1
10,"N86","1C",1,42.3916,-9.3108,305,31,"2",2
10,"N86","1C",1,42.3916,-9.3108,305,32,"1",2
10,"N86","1C",1,42.3916,-9.3108,305,32,"2",1
10,"N86","1C",1,42.3916,-9.3108,305,33,"1",1
10,"N86","1C",1,42.3916,-9.3108,305,33,"2",1
10,"N86","1C",1,42.3916,-9.3108,305,35,"2",1
10,"N86","1C",1,42.3916,-9.3108,305,39,"2",2
10,"N86","1C",1,42.3916,-9.3108,305,40,"2",1
11,"N86","1B",1,42.3573,-9.2049,153.5,21,"2",1
11,"N86","1B",1,42.3573,-9.2049,153.5,27,"1",1
11,"N86","1B",1,42.3573,-9.2049,153.5,29,"1",1
12,"N86","1B",1,42.437,-9.1573,125,28,"1",2
12,"N86","1B",1,42.437,-9.1573,125,28,"2",1
12,"N86","1B",1,42.437,-9.1573,125,30,"1",3
12,"N86","1B",1,42.437,-9.1573,125,30,"2",1
12,"N86","1B",1,42.437,-9.1573,125,31,"1",1
12,"N86","1B",1,42.437,-9.1573,125,32,"1",1
12,"N86","1B",1,42.437,-9.1573,125,32,"2",2
12,"N86","1B",1,42.437,-9.1573,125,33,"1",1
12,"N86","1B",1,42.437,-9.1573,125,33,"2",2
12,"N86","1B",1,42.437,-9.1573,125,34,"1",1
12,"N86","1B",1,42.437,-9.1573,125,35,"2",2
12,"N86","1B",1,42.437,-9.1573,125,38,"1",1
12,"N86","1B",1,42.437,-9.1573,125,38,"2",1
12,"N86","1B",1,42.437,-9.1573,125,40,"1",3
14,"N86","1B",1,42.6869,-9.3643,125,26,"1",1
14,"N86","1B",1,42.6869,-9.3643,125,27,"1",2
14,"N86","1B",1,42.6869,-9.3643,125,27,"2",1
14,"N86","1B",1,42.6869,-9.3643,125,28,"2",1
14,"N86","1B",1,42.6869,-9.3643,125,29,"1",2
14,"N86","1B",1,42.6869,-9.3643,125,29,"2",1
14,"N86","1B",1,42.6869,-9.3643,125,30,"2",1
14,"N86","1B",1,42.6869,-9.3643,125,31,"2",1
14,"N86","1B",1,42.6869,-9.3643,125,32,"1",1
14,"N86","1B",1,42.6869,-9.3643,125,32,"2",2
14,"N86","1B",1,42.6869,-9.3643,125,33,"2",1
14,"N86","1B",1,42.6869,-9.3643,125,35,"1",1
14,"N86","1B",1,42.6869,-9.3643,125,36,"1",1
14,"N86","1B",1,42.6869,-9.3643,125,37,"1",1
14,"N86","1B",1,42.6869,-9.3643,125,38,"1",1
14,"N86","1B",1,42.6869,-9.3643,125,39,"1",1
14,"N86","1B",1,42.6869,-9.3643,125,41,"2",1
15,"N86","1B",1,42.6111,-9.3024,111,33,"2",1
16,"N86","1B",1,42.7971,-9.406,135.5,25,"1",1
16,"N86","1B",1,42.7971,-9.406,135.5,26,"1",1
16,"N86","1B",1,42.7971,-9.406,135.5,26,"2",2
16,"N86","1B",1,42.7971,-9.406,135.5,27,"2",1
16,"N86","1B",1,42.7971,-9.406,135.5,28,"2",3
16,"N86","1B",1,42.7971,-9.406,135.5,29,"1",1
16,"N86","1B",1,42.7971,-9.406,135.5,29,"2",5
16,"N86","1B",1,42.7971,-9.406,135.5,30,"1",4
16,"N86","1B",1,42.7971,-9.406,135.5,30,"2",3
16,"N86","1B",1,42.7971,-9.406,135.5,31,"1",4
16,"N86","1B",1,42.7971,-9.406,135.5,31,"2",7
16,"N86","1B",1,42.7971,-9.406,135.5,32,"1",5
16,"N86","1B",1,42.7971,-9.406,135.5,32,"2",8
16,"N86","1B",1,42.7971,-9.406,135.5,33,"1",3
16,"N86","1B",1,42.7971,-9.406,135.5,33,"2",1
16,"N86","1B",1,42.7971,-9.406,135.5,34,"1",1
16,"N86","1B",1,42.7971,-9.406,135.5,34,"2",4
16,"N86","1B",1,42.7971,-9.406,135.5,35,"1",4
16,"N86","1B",1,42.7971,-9.406,135.5,35,"2",1
16,"N86","1B",1,42.7971,-9.406,135.5,36,"1",2
16,"N86","1B",1,42.7971,-9.406,135.5,37,"1",3
16,"N86","1B",1,42.7971,-9.406,135.5,37,"2",1
16,"N86","1B",1,42.7971,-9.406,135.5,38,"1",1
16,"N86","1B",1,42.7971,-9.406,135.5,40,"1",1
16,"N86","1B",1,42.7971,-9.406,135.5,41,"1",2
17,"N86","1B",1,42.8608,-9.4289,149,29,"2",1
17,"N86","1B",1,42.8608,-9.4289,149,31,"1",1
18,"N86","1B",1,42.9414,-9.4188,155.5,25,"1",1
18,"N86","1B",1,42.9414,-9.4188,155.5,28,"1",2
18,"N86","1B",1,42.9414,-9.4188,155.5,28,"2",2
18,"N86","1B",1,42.9414,-9.4188,155.5,29,"1",1
18,"N86","1B",1,42.9414,-9.4188,155.5,30,"1",2
18,"N86","1B",1,42.9414,-9.4188,155.5,30,"2",1
