"","gr","esp","lan","lat","long","prof","peso.gr","numero","camp","especie"
"657","1"," 49",65,43.8799,-7.1122,160,1275,61,"N01","Microchirus variegatus"
"667","1"," 49",66,43.8642,-7.32,155,1380,70,"N01","Microchirus variegatus"
"679","1"," 49",67,43.6193,-7.0555,104,2080,71,"N01","Microchirus variegatus"
"687","1"," 49",68,43.7809,-6.9089,139,850,34,"N01","Microchirus variegatus"
"696","1"," 49",69,43.9697,-6.7613,292,1885,69,"N01","Microchirus variegatus"
"707","1"," 49",70,43.595,-6.1052,56.5,675,9,"N01","Microchirus variegatus"
"7110","1"," 49",71,43.6865,-6.082,113,95,4,"N01","Microchirus variegatus"
"728","1"," 49",72,43.7929,-6.1029,222,4420,150,"N01","Microchirus variegatus"
"737","1"," 49",73,43.7592,-6.2735,258,3085,81,"N01","Microchirus variegatus"
"749","1"," 49",74,43.6898,-6.2832,135,1080,46,"N01","Microchirus variegatus"
"767","1"," 49",76,43.8882,-6.5191,248.5,2385,93,"N01","Microchirus variegatus"
"7710","1"," 49",77,43.882,-6.5996,142.5,240,12,"N01","Microchirus variegatus"
"789","1"," 49",78,43.7991,-6.5765,142.5,275,12,"N01","Microchirus variegatus"
"798","1"," 49",79,43.7228,-6.4237,135,155,6,"N01","Microchirus variegatus"
"8011","1"," 49",80,43.843,-5.782,168,985,41,"N01","Microchirus variegatus"
"8111","1"," 49",81,43.8904,-5.6045,284,2260,95,"N01","Microchirus variegatus"
"8211","1"," 49",82,43.7608,-5.3807,158,580,25,"N01","Microchirus variegatus"
"838","1"," 49",83,43.6875,-5.4853,142.5,315,15,"N01","Microchirus variegatus"
"8410","1"," 49",84,43.6315,-5.4105,112,5355,190,"N01","Microchirus variegatus"
"858","1"," 49",85,43.7052,-5.1898,150.5,1135,49,"N01","Microchirus variegatus"
"8610","1"," 49",86,43.7369,-5.0099,186,105,6,"N01","Microchirus variegatus"
"8910","1"," 49",89,43.6658,-5.6631,95,4750,128,"N01","Microchirus variegatus"
"907","1"," 49",90,43.7811,-5.5922,158,1160,59,"N01","Microchirus variegatus"
"9111","1"," 49",91,43.878,-5.3934,314,2920,101,"N01","Microchirus variegatus"
"939","1"," 49",93,43.6502,-4.8156,185.5,350,18,"N01","Microchirus variegatus"
"948","1"," 49",94,43.6405,-4.6011,189.5,805,17,"N01","Microchirus variegatus"
"964","1"," 49",96,43.5144,-4.5397,266,550,20,"N01","Microchirus variegatus"
"978","1"," 49",97,43.4809,-4.728,98,725,16,"N01","Microchirus variegatus"
"988","1"," 49",98,43.4475,-4.4822,105.5,115,4,"N01","Microchirus variegatus"
"9910","1"," 49",99,43.5742,-4.8457,140.5,890,14,"N01","Microchirus variegatus"
"1009","1"," 49",100,43.5842,-4.6685,173.5,545,20,"N01","Microchirus variegatus"
"10113","1"," 49",101,43.5435,-4.2908,167,90,5,"N01","Microchirus variegatus"
"1027","1"," 49",102,43.4703,-4.1219,84,450,8,"N01","Microchirus variegatus"
"1037","1"," 49",103,43.5517,-3.8771,110,15,1,"N01","Microchirus variegatus"
"1059","1"," 49",105,43.6435,-3.7823,184.5,650,19,"N01","Microchirus variegatus"
"1067","1"," 49",106,43.6686,-3.7946,258.5,155,3,"N01","Microchirus variegatus"
"1089","1"," 49",108,43.483,-3.344,75,2290,65,"N01","Microchirus variegatus"
"1099","1"," 49",109,43.5773,-3.2866,183.5,280,7,"N01","Microchirus variegatus"
"1107","1"," 49",110,43.5908,-3.0866,227,30,2,"N01","Microchirus variegatus"
"11112","1"," 49",111,43.4597,-2.3315,137,390,12,"N01","Microchirus variegatus"
"1128","1"," 49",112,43.5043,-2.2065,158.5,185,8,"N01","Microchirus variegatus"
"1137","1"," 49",113,43.559,-1.9174,152,150,5,"N01","Microchirus variegatus"
"1148","1"," 49",114,43.3678,-2.0352,97,310,10,"N01","Microchirus variegatus"
"1158","1"," 49",115,43.3912,-2.2961,100,205,7,"N01","Microchirus variegatus"
"1187","1"," 49",118,43.3777,-2.2484,99,280,11,"N01","Microchirus variegatus"
"1209","1"," 49",120,43.5568,-2.5811,224,30,1,"N01","Microchirus variegatus"
"12210","1"," 49",122,43.5152,-2.9056,130.5,440,10,"N01","Microchirus variegatus"
"134","1","  5",1,42.2266,-8.9734,101,1485,368,"N01","Argentina sphyraena"
"226","1","  5",2,42.1439,-9.0754,135.5,55,5,"N01","Argentina sphyraena"
"330","1","  5",3,42.079,-8.9864,105.5,225,31,"N01","Argentina sphyraena"
"426","1","  5",4,42.0401,-9.1326,139,130,14,"N01","Argentina sphyraena"
"533","1","  5",5,41.9888,-9.3095,173,2650,127,"N01","Argentina sphyraena"
"619","1","  5",6,42.0679,-9.3575,230.5,1875,42,"N01","Argentina sphyraena"
"720","1","  5",7,42.1199,-9.2749,186,150,7,"N01","Argentina sphyraena"
"839","1","  5",8,42.392,-9.0272,95,535,35,"N01","Argentina sphyraena"
"927","1","  5",9,42.3633,-9.1359,136,35,6,"N01","Argentina sphyraena"
"1028","1","  5",10,42.2639,-9.093,138.5,30,2,"N01","Argentina sphyraena"
"1129","1","  5",11,42.1928,-9.1688,154,35,5,"N01","Argentina sphyraena"
"1219","1","  5",12,42.2866,-9.3449,240.5,56,6,"N01","Argentina sphyraena"
"159","1","  5",15,42.5311,-9.2909,133,855,37,"N01","Argentina sphyraena"
"165","1","  5",16,42.7871,-9.5409,236,35,3,"N01","Argentina sphyraena"
"189","1","  5",18,42.697,-9.3125,124,2180,159,"N01","Argentina sphyraena"
"207","1","  5",20,42.6148,-9.216,102,1470,105,"N01","Argentina sphyraena"
"239","1","  5",23,43.0445,-9.4171,146,160,3,"N01","Argentina sphyraena"
"249","1","  5",24,43.4576,-8.8078,149,10,1,"N01","Argentina sphyraena"
"259","1","  5",25,43.51,-8.6939,148.5,1735,75,"N01","Argentina sphyraena"
"267","1","  5",26,43.6056,-8.5081,152,2110,80,"N01","Argentina sphyraena"
"277","1","  5",27,43.6908,-8.5185,174.5,95,6,"N01","Argentina sphyraena"
"289","1","  5",28,43.6469,-8.5892,174.5,595,27,"N01","Argentina sphyraena"
"2911","1","  5",29,43.45,-8.5132,106.5,3880,168,"N01","Argentina sphyraena"
"3012","1","  5",30,43.3882,-8.6458,99.5,12500,481,"N01","Argentina sphyraena"
"3114","1","  5",31,43.368,-8.7672,94.5,265,20,"N01","Argentina sphyraena"
"3211","1","  5",32,43.467,-8.6986,138,159,4,"N01","Argentina sphyraena"
"339","1","  5",33,43.5335,-8.4994,135.5,99,3,"N01","Argentina sphyraena"
"367","1","  5",36,43.2073,-9.4157,169,165,6,"N01","Argentina sphyraena"
"3810","1","  5",38,43.3171,-9.2675,168.5,65,2,"N01","Argentina sphyraena"
"4011","1","  5",40,43.3691,-9.0555,150.5,925,34,"N01","Argentina sphyraena"
"4112","1","  5",41,43.4926,-8.9779,175.5,105,3,"N01","Argentina sphyraena"
"427","1","  5",42,43.5589,-9.0489,300,100,2,"N01","Argentina sphyraena"
"439","1","  5",43,43.7224,-8.384,167.5,200,6,"N01","Argentina sphyraena"
"459","1","  5",45,43.9076,-8.1454,187.5,220,9,"N01","Argentina sphyraena"
"4612","1","  5",46,43.8407,-7.931,127,990,60,"N01","Argentina sphyraena"
"479","1","  5",47,44.0422,-8.0131,233,45,1,"N01","Argentina sphyraena"
"488","1","  5",48,43.7897,-7.535,120,195,12,"N01","Argentina sphyraena"
"4910","1","  5",49,43.9933,-7.5652,182.5,205,9,"N01","Argentina sphyraena"
"5011","1","  5",50,44.0212,-7.3193,184,55,6,"N01","Argentina sphyraena"
"5113","1","  5",51,43.9605,-7.2018,175,330,14,"N01","Argentina sphyraena"
"5211","1","  5",52,43.9965,-6.9931,185,630,18,"N01","Argentina sphyraena"
"554","1","  5",55,44.0617,-8.4486,332,90,3,"N01","Argentina sphyraena"
"588","1","  5",58,43.6103,-8.7508,179.5,50,1,"N01","Argentina sphyraena"
"597","1","  5",59,43.7822,-8.5979,260,30,1,"N01","Argentina sphyraena"
"6110","1","  5",61,43.9518,-8.3582,244.5,75,2,"N01","Argentina sphyraena"
"627","1","  5",62,43.7714,-7.3,136.5,75,3,"N01","Argentina sphyraena"
"638","1","  5",63,43.6925,-7.1845,119.5,185,16,"N01","Argentina sphyraena"
"648","1","  5",64,43.7385,-6.9818,130.5,70,6,"N01","Argentina sphyraena"
"658","1","  5",65,43.8799,-7.1122,160,85,4,"N01","Argentina sphyraena"
"668","1","  5",66,43.8642,-7.32,155,10,1,"N01","Argentina sphyraena"
"6710","1","  5",67,43.6193,-7.0555,104,490,30,"N01","Argentina sphyraena"
"688","1","  5",68,43.7809,-6.9089,139,250,11,"N01","Argentina sphyraena"
"7111","1","  5",71,43.6865,-6.082,113,320,16,"N01","Argentina sphyraena"
"729","1","  5",72,43.7929,-6.1029,222,185,5,"N01","Argentina sphyraena"
"738","1","  5",73,43.7592,-6.2735,258,165,3,"N01","Argentina sphyraena"
"7711","1","  5",77,43.882,-6.5996,142.5,930,46,"N01","Argentina sphyraena"
"7810","1","  5",78,43.7991,-6.5765,142.5,710,29,"N01","Argentina sphyraena"
"799","1","  5",79,43.7228,-6.4237,135,4480,207,"N01","Argentina sphyraena"
"8012","1","  5",80,43.843,-5.782,168,720,31,"N01","Argentina sphyraena"
"8112","1","  5",81,43.8904,-5.6045,284,245,5,"N01","Argentina sphyraena"
"8212","1","  5",82,43.7608,-5.3807,158,910,34,"N01","Argentina sphyraena"
"8310","1","  5",83,43.6875,-5.4853,142.5,375,24,"N01","Argentina sphyraena"
"8411","1","  5",84,43.6315,-5.4105,112,340,14,"N01","Argentina sphyraena"
"859","1","  5",85,43.7052,-5.1898,150.5,1275,52,"N01","Argentina sphyraena"
"8611","1","  5",86,43.7369,-5.0099,186,380,22,"N01","Argentina sphyraena"
"908","1","  5",90,43.7811,-5.5922,158,560,29,"N01","Argentina sphyraena"
"9310","1","  5",93,43.6502,-4.8156,185.5,185,5,"N01","Argentina sphyraena"
"949","1","  5",94,43.6405,-4.6011,189.5,165,5,"N01","Argentina sphyraena"
"979","1","  5",97,43.4809,-4.728,98,810,27,"N01","Argentina sphyraena"
"989","1","  5",98,43.4475,-4.4822,105.5,110,7,"N01","Argentina sphyraena"
"9911","1","  5",99,43.5742,-4.8457,140.5,2570,98,"N01","Argentina sphyraena"
"10010","1","  5",100,43.5842,-4.6685,173.5,805,24,"N01","Argentina sphyraena"
"10114","1","  5",101,43.5435,-4.2908,167,3645,99,"N01","Argentina sphyraena"
"10510","1","  5",105,43.6435,-3.7823,184.5,705,19,"N01","Argentina sphyraena"
"10810","1","  5",108,43.483,-3.344,75,13000,402,"N01","Argentina sphyraena"
"10910","1","  5",109,43.5773,-3.2866,183.5,3255,98,"N01","Argentina sphyraena"
"1108","1","  5",110,43.5908,-3.0866,227,785,19,"N01","Argentina sphyraena"
"11113","1","  5",111,43.4597,-2.3315,137,2820,112,"N01","Argentina sphyraena"
"11210","1","  5",112,43.5043,-2.2065,158.5,160,6,"N01","Argentina sphyraena"
"1138","1","  5",113,43.559,-1.9174,152,100,3,"N01","Argentina sphyraena"
"1149","1","  5",114,43.3678,-2.0352,97,29870,943,"N01","Argentina sphyraena"
"1159","1","  5",115,43.3912,-2.2961,100,2625,101,"N01","Argentina sphyraena"
"1177","1","  5",117,43.4451,-2.2277,138.5,1395,41,"N01","Argentina sphyraena"
"1188","1","  5",118,43.3777,-2.2484,99,4770,251,"N01","Argentina sphyraena"
"12010","1","  5",120,43.5568,-2.5811,224,305,6,"N01","Argentina sphyraena"
"12110","1","  5",121,43.5906,-2.666,285,965,14,"N01","Argentina sphyraena"
"12211","1","  5",122,43.5152,-2.9056,130.5,28700,812,"N01","Argentina sphyraena"
"268","1"," 15",26,43.6056,-8.5081,152,1000,4,"N01","Boops boops"
"2912","1"," 15",29,43.45,-8.5132,106.5,15050,54,"N01","Boops boops"
"3115","1"," 15",31,43.368,-8.7672,94.5,7200,33,"N01","Boops boops"
"3811","1"," 15",38,43.3171,-9.2675,168.5,9000,14,"N01","Boops boops"
"449","1"," 15",44,43.7732,-8.3018,173,2795,8,"N01","Boops boops"
"4510","1"," 15",45,43.9076,-8.1454,187.5,1235,4,"N01","Boops boops"
"489","1"," 15",48,43.7897,-7.535,120,1625,7,"N01","Boops boops"
"639","1"," 15",63,43.6925,-7.1845,119.5,9350,44,"N01","Boops boops"
"6711","1"," 15",67,43.6193,-7.0555,104,415,2,"N01","Boops boops"
"708","1"," 15",70,43.595,-6.1052,56.5,1415,11,"N01","Boops boops"
"7112","1"," 15",71,43.6865,-6.082,113,1390,6,"N01","Boops boops"
"7210","1"," 15",72,43.7929,-6.1029,222,260,1,"N01","Boops boops"
"7712","1"," 15",77,43.882,-6.5996,142.5,410,1,"N01","Boops boops"
"8213","1"," 15",82,43.7608,-5.3807,158,160,1,"N01","Boops boops"
"8412","1"," 15",84,43.6315,-5.4105,112,2060,12,"N01","Boops boops"
"8510","1"," 15",85,43.7052,-5.1898,150.5,385,2,"N01","Boops boops"
"8612","1"," 15",86,43.7369,-5.0099,186,255,1,"N01","Boops boops"
"8911","1"," 15",89,43.6658,-5.6631,95,24200,130,"N01","Boops boops"
"909","1"," 15",90,43.7811,-5.5922,158,230,1,"N01","Boops boops"
"9311","1"," 15",93,43.6502,-4.8156,185.5,2380,7,"N01","Boops boops"
"9410","1"," 15",94,43.6405,-4.6011,189.5,995,3,"N01","Boops boops"
"9710","1"," 15",97,43.4809,-4.728,98,7680,54,"N01","Boops boops"
"9810","1"," 15",98,43.4475,-4.4822,105.5,1095,7,"N01","Boops boops"
"9912","1"," 15",99,43.5742,-4.8457,140.5,14100,65,"N01","Boops boops"
"10011","1"," 15",100,43.5842,-4.6685,173.5,1800,7,"N01","Boops boops"
"1029","1"," 15",102,43.4703,-4.1219,84,7870,81,"N01","Boops boops"
"1038","1"," 15",103,43.5517,-3.8771,110,65,1,"N01","Boops boops"
"1042","1"," 15",104,43.5127,-3.7483,45.5,17950,334,"N01","Boops boops"
"10511","1"," 15",105,43.6435,-3.7823,184.5,4290,14,"N01","Boops boops"
"1073","1"," 15",107,43.4589,-3.3767,39,6350,370,"N01","Boops boops"
"10911","1"," 15",109,43.5773,-3.2866,183.5,1695,5,"N01","Boops boops"
"1109","1"," 15",110,43.5908,-3.0866,227,480,1,"N01","Boops boops"
"11410","1"," 15",114,43.3678,-2.0352,97,1850,7,"N01","Boops boops"
"11510","1"," 15",115,43.3912,-2.2961,100,885,5,"N01","Boops boops"
"1189","1"," 15",118,43.3777,-2.2484,99,1725,7,"N01","Boops boops"
"12011","1"," 15",120,43.5568,-2.5811,224,4325,10,"N01","Boops boops"
"12111","1"," 15",121,43.5906,-2.666,285,500,1,"N01","Boops boops"
"12212","1"," 15",122,43.5152,-2.9056,130.5,740,3,"N01","Boops boops"
"135","1"," 23",1,42.2266,-8.9734,101,35,1,"N01","Conger conger"
"227","1"," 23",2,42.1439,-9.0754,135.5,3300,20,"N01","Conger conger"
"340","1"," 23",3,42.079,-8.9864,105.5,230,1,"N01","Conger conger"
"428","1"," 23",4,42.0401,-9.1326,139,545,2,"N01","Conger conger"
"730","1"," 23",7,42.1199,-9.2749,186,310,4,"N01","Conger conger"
"840","1"," 23",8,42.392,-9.0272,95,1370,3,"N01","Conger conger"
"928","1"," 23",9,42.3633,-9.1359,136,3050,20,"N01","Conger conger"
"1030","1"," 23",10,42.2639,-9.093,138.5,780,4,"N01","Conger conger"
"1130","1"," 23",11,42.1928,-9.1688,154,865,2,"N01","Conger conger"
"1220","1"," 23",12,42.2866,-9.3449,240.5,1288,11,"N01","Conger conger"
"136","1"," 23",13,42.2991,-9.4555,532.5,425,2,"N01","Conger conger"
"146","1"," 23",14,42.4769,-9.3661,263,351,2,"N01","Conger conger"
"1510","1"," 23",15,42.5311,-9.2909,133,195,2,"N01","Conger conger"
"166","1"," 23",16,42.7871,-9.5409,236,375,2,"N01","Conger conger"
"172","1"," 23",17,42.7179,-9.5812,633,4850,1,"N01","Conger conger"
"1810","1"," 23",18,42.697,-9.3125,124,1610,24,"N01","Conger conger"
"197","1"," 23",19,42.6279,-9.3772,139,225,2,"N01","Conger conger"
"208","1"," 23",20,42.6148,-9.216,102,3100,15,"N01","Conger conger"
"2113","1"," 23",21,42.8508,-9.4232,151,620,8,"N01","Conger conger"
"2310","1"," 23",23,43.0445,-9.4171,146,3750,24,"N01","Conger conger"
"2410","1"," 23",24,43.4576,-8.8078,149,7600,32,"N01","Conger conger"
"2510","1"," 23",25,43.51,-8.6939,148.5,1055,8,"N01","Conger conger"
"269","1"," 23",26,43.6056,-8.5081,152,1415,11,"N01","Conger conger"
"278","1"," 23",27,43.6908,-8.5185,174.5,225,4,"N01","Conger conger"
"2810","1"," 23",28,43.6469,-8.5892,174.5,2275,12,"N01","Conger conger"
"2913","1"," 23",29,43.45,-8.5132,106.5,115,1,"N01","Conger conger"
"3013","1"," 23",30,43.3882,-8.6458,99.5,670,4,"N01","Conger conger"
"3116","1"," 23",31,43.368,-8.7672,94.5,340,1,"N01","Conger conger"
"3212","1"," 23",32,43.467,-8.6986,138,1264,11,"N01","Conger conger"
"3310","1"," 23",33,43.5335,-8.4994,135.5,861,3,"N01","Conger conger"
"356","1"," 23",35,43.2366,-9.5111,260.5,675,4,"N01","Conger conger"
"368","1"," 23",36,43.2073,-9.4157,169,2210,22,"N01","Conger conger"
"375","1"," 23",37,43.3573,-9.3787,272,415,6,"N01","Conger conger"
"3812","1"," 23",38,43.3171,-9.2675,168.5,540,6,"N01","Conger conger"
"396","1"," 23",39,43.4278,-9.1943,243.5,2205,11,"N01","Conger conger"
"4012","1"," 23",40,43.3691,-9.0555,150.5,6500,21,"N01","Conger conger"
"4113","1"," 23",41,43.4926,-8.9779,175.5,2155,19,"N01","Conger conger"
"429","1"," 23",42,43.5589,-9.0489,300,2500,6,"N01","Conger conger"
"4310","1"," 23",43,43.7224,-8.384,167.5,530,5,"N01","Conger conger"
"4410","1"," 23",44,43.7732,-8.3018,173,134,2,"N01","Conger conger"
"4511","1"," 23",45,43.9076,-8.1454,187.5,1090,11,"N01","Conger conger"
"4613","1"," 23",46,43.8407,-7.931,127,605,3,"N01","Conger conger"
"4710","1"," 23",47,44.0422,-8.0131,233,455,5,"N01","Conger conger"
"4810","1"," 23",48,43.7897,-7.535,120,3950,28,"N01","Conger conger"
"4911","1"," 23",49,43.9933,-7.5652,182.5,620,8,"N01","Conger conger"
"5012","1"," 23",50,44.0212,-7.3193,184,290,2,"N01","Conger conger"
"5114","1"," 23",51,43.9605,-7.2018,175,280,4,"N01","Conger conger"
"5212","1"," 23",52,43.9965,-6.9931,185,835,1,"N01","Conger conger"
"543","1"," 23",54,44.0436,-8.7125,461.5,200,1,"N01","Conger conger"
"555","1"," 23",55,44.0617,-8.4486,332,1485,8,"N01","Conger conger"
"566","1"," 23",56,44.0457,-8.2904,296.5,1440,8,"N01","Conger conger"
"575","1"," 23",57,43.62,-8.9401,314.5,2375,17,"N01","Conger conger"
"589","1"," 23",58,43.6103,-8.7508,179.5,1280,10,"N01","Conger conger"
"598","1"," 23",59,43.7822,-8.5979,260,1395,7,"N01","Conger conger"
"605","1"," 23",60,43.8824,-8.5071,282.5,460,3,"N01","Conger conger"
"6111","1"," 23",61,43.9518,-8.3582,244.5,575,3,"N01","Conger conger"
"628","1"," 23",62,43.7714,-7.3,136.5,240,2,"N01","Conger conger"
"659","1"," 23",65,43.8799,-7.1122,160,290,2,"N01","Conger conger"
"669","1"," 23",66,43.8642,-7.32,155,205,4,"N01","Conger conger"
"689","1"," 23",68,43.7809,-6.9089,139,155,1,"N01","Conger conger"
"697","1"," 23",69,43.9697,-6.7613,292,15,1,"N01","Conger conger"
"7211","1"," 23",72,43.7929,-6.1029,222,4200,23,"N01","Conger conger"
"739","1"," 23",73,43.7592,-6.2735,258,3900,16,"N01","Conger conger"
"754","1"," 23",75,43.8838,-6.4713,553.5,85,1,"N01","Conger conger"
"768","1"," 23",76,43.8882,-6.5191,248.5,1685,11,"N01","Conger conger"
"7713","1"," 23",77,43.882,-6.5996,142.5,630,2,"N01","Conger conger"
"7811","1"," 23",78,43.7991,-6.5765,142.5,165,1,"N01","Conger conger"
"8113","1"," 23",81,43.8904,-5.6045,284,2075,16,"N01","Conger conger"
"8311","1"," 23",83,43.6875,-5.4853,142.5,390,2,"N01","Conger conger"
"8413","1"," 23",84,43.6315,-5.4105,112,375,1,"N01","Conger conger"
"8511","1"," 23",85,43.7052,-5.1898,150.5,340,2,"N01","Conger conger"
"8613","1"," 23",86,43.7369,-5.0099,186,975,5,"N01","Conger conger"
"874","1"," 23",87,43.7788,-5.0157,432,1000,5,"N01","Conger conger"
"9010","1"," 23",90,43.7811,-5.5922,158,690,7,"N01","Conger conger"
"9112","1"," 23",91,43.878,-5.3934,314,1075,8,"N01","Conger conger"
"929","1"," 23",92,43.6371,-4.9974,394,205,1,"N01","Conger conger"
"9312","1"," 23",93,43.6502,-4.8156,185.5,100,1,"N01","Conger conger"
"9411","1"," 23",94,43.6405,-4.6011,189.5,10000,58,"N01","Conger conger"
"954","1"," 23",95,43.7019,-4.5084,542.5,274.207369323051,2,"N01","Conger conger"
"965","1"," 23",96,43.5144,-4.5397,266,960,12,"N01","Conger conger"
"10012","1"," 23",100,43.5842,-4.6685,173.5,1400,11,"N01","Conger conger"
"10115","1"," 23",101,43.5435,-4.2908,167,560,4,"N01","Conger conger"
"10512","1"," 23",105,43.6435,-3.7823,184.5,18040,9,"N01","Conger conger"
"1068","1"," 23",106,43.6686,-3.7946,258.5,1650,15,"N01","Conger conger"
"10811","1"," 23",108,43.483,-3.344,75,160,1,"N01","Conger conger"
"10912","1"," 23",109,43.5773,-3.2866,183.5,3980,12,"N01","Conger conger"
"11010","1"," 23",110,43.5908,-3.0866,227,2500,5,"N01","Conger conger"
"11114","1"," 23",111,43.4597,-2.3315,137,555,4,"N01","Conger conger"
"11211","1"," 23",112,43.5043,-2.2065,158.5,154,1,"N01","Conger conger"
"1139","1"," 23",113,43.559,-1.9174,152,360,4,"N01","Conger conger"
"11511","1"," 23",115,43.3912,-2.2961,100,3000,1,"N01","Conger conger"
"1165","1"," 23",116,43.5576,-2.2373,364,2790,14,"N01","Conger conger"
"1192","1"," 23",119,43.6007,-2.2811,572.5,308.483290488432,1,"N01","Conger conger"
"12012","1"," 23",120,43.5568,-2.5811,224,1240,8,"N01","Conger conger"
"12112","1"," 23",121,43.5906,-2.666,285,499,3,"N01","Conger conger"
"12213","1"," 23",122,43.5152,-2.9056,130.5,1150,3,"N01","Conger conger"
"137","1"," 45",1,42.2266,-8.9734,101,220,1,"N01","Lophius piscatorius"
"347","1"," 45",3,42.079,-8.9864,105.5,190,1,"N01","Lophius piscatorius"
"430","1"," 45",4,42.0401,-9.1326,139,590,4,"N01","Lophius piscatorius"
"534","1"," 45",5,41.9888,-9.3095,173,755,4,"N01","Lophius piscatorius"
"740","1"," 45",7,42.1199,-9.2749,186,160,1,"N01","Lophius piscatorius"
"930","1"," 45",9,42.3633,-9.1359,136,1130,5,"N01","Lophius piscatorius"
"1039","1"," 45",10,42.2639,-9.093,138.5,200,1,"N01","Lophius piscatorius"
"1140","1"," 45",11,42.1928,-9.1688,154,175,1,"N01","Lophius piscatorius"
"1230","1"," 45",12,42.2866,-9.3449,240.5,504,3,"N01","Lophius piscatorius"
"147","1"," 45",14,42.4769,-9.3661,263,712,4,"N01","Lophius piscatorius"
"1511","1"," 45",15,42.5311,-9.2909,133,2415,13,"N01","Lophius piscatorius"
"167","1"," 45",16,42.7871,-9.5409,236,220,1,"N01","Lophius piscatorius"
"173","1"," 45",17,42.7179,-9.5812,633,3550,1,"N01","Lophius piscatorius"
"1811","1"," 45",18,42.697,-9.3125,124,735,4,"N01","Lophius piscatorius"
"198","1"," 45",19,42.6279,-9.3772,139,350,2,"N01","Lophius piscatorius"
"209","1"," 45",20,42.6148,-9.216,102,90,1,"N01","Lophius piscatorius"
"2114","1"," 45",21,42.8508,-9.4232,151,840,4,"N01","Lophius piscatorius"
"2311","1"," 45",23,43.0445,-9.4171,146,1625,7,"N01","Lophius piscatorius"
"2411","1"," 45",24,43.4576,-8.8078,149,120,1,"N01","Lophius piscatorius"
"2511","1"," 45",25,43.51,-8.6939,148.5,2750,7,"N01","Lophius piscatorius"
"2610","1"," 45",26,43.6056,-8.5081,152,2910,18,"N01","Lophius piscatorius"
"279","1"," 45",27,43.6908,-8.5185,174.5,1740,13,"N01","Lophius piscatorius"
"2811","1"," 45",28,43.6469,-8.5892,174.5,860,6,"N01","Lophius piscatorius"
"2914","1"," 45",29,43.45,-8.5132,106.5,1050,5,"N01","Lophius piscatorius"
"3014","1"," 45",30,43.3882,-8.6458,99.5,355,2,"N01","Lophius piscatorius"
"3117","1"," 45",31,43.368,-8.7672,94.5,990,8,"N01","Lophius piscatorius"
"348","1"," 45",34,43.0956,-9.5694,246.5,115,1,"N01","Lophius piscatorius"
"369","1"," 45",36,43.2073,-9.4157,169,1735,9,"N01","Lophius piscatorius"
"3813","1"," 45",38,43.3171,-9.2675,168.5,1650,10,"N01","Lophius piscatorius"
"4013","1"," 45",40,43.3691,-9.0555,150.5,1150,6,"N01","Lophius piscatorius"
"4114","1"," 45",41,43.4926,-8.9779,175.5,1925,11,"N01","Lophius piscatorius"
"4210","1"," 45",42,43.5589,-9.0489,300,600,3,"N01","Lophius piscatorius"
"4311","1"," 45",43,43.7224,-8.384,167.5,705,4,"N01","Lophius piscatorius"
"4512","1"," 45",45,43.9076,-8.1454,187.5,1600,11,"N01","Lophius piscatorius"
"4614","1"," 45",46,43.8407,-7.931,127,500,3,"N01","Lophius piscatorius"
"4912","1"," 45",49,43.9933,-7.5652,182.5,530,3,"N01","Lophius piscatorius"
"5013","1"," 45",50,44.0212,-7.3193,184,445,4,"N01","Lophius piscatorius"
"5115","1"," 45",51,43.9605,-7.2018,175,995,10,"N01","Lophius piscatorius"
"5213","1"," 45",52,43.9965,-6.9931,185,3210,6,"N01","Lophius piscatorius"
"535","1"," 45",53,43.8919,-8.724,464,6950,1,"N01","Lophius piscatorius"
"556","1"," 45",55,44.0617,-8.4486,332,625,5,"N01","Lophius piscatorius"
"567","1"," 45",56,44.0457,-8.2904,296.5,1460,8,"N01","Lophius piscatorius"
"5810","1"," 45",58,43.6103,-8.7508,179.5,2230,11,"N01","Lophius piscatorius"
"599","1"," 45",59,43.7822,-8.5979,260,195,1,"N01","Lophius piscatorius"
"606","1"," 45",60,43.8824,-8.5071,282.5,295,2,"N01","Lophius piscatorius"
"6112","1"," 45",61,43.9518,-8.3582,244.5,490,3,"N01","Lophius piscatorius"
"6610","1"," 45",66,43.8642,-7.32,155,75,1,"N01","Lophius piscatorius"
"6712","1"," 45",67,43.6193,-7.0555,104,1625,1,"N01","Lophius piscatorius"
"6810","1"," 45",68,43.7809,-6.9089,139,280,2,"N01","Lophius piscatorius"
"7212","1"," 45",72,43.7929,-6.1029,222,100,1,"N01","Lophius piscatorius"
"7714","1"," 45",77,43.882,-6.5996,142.5,2910,10,"N01","Lophius piscatorius"
"7812","1"," 45",78,43.7991,-6.5765,142.5,1275,6,"N01","Lophius piscatorius"
"7910","1"," 45",79,43.7228,-6.4237,135,5200,2,"N01","Lophius piscatorius"
"8013","1"," 45",80,43.843,-5.782,168,95,1,"N01","Lophius piscatorius"
"8312","1"," 45",83,43.6875,-5.4853,142.5,850,4,"N01","Lophius piscatorius"
"8512","1"," 45",85,43.7052,-5.1898,150.5,130,2,"N01","Lophius piscatorius"
"8614","1"," 45",86,43.7369,-5.0099,186,720,2,"N01","Lophius piscatorius"
"8912","1"," 45",89,43.6658,-5.6631,95,145,1,"N01","Lophius piscatorius"
