"","gr","esp","lan","lat","long","prof","peso.gr","numero","camp","especie"
"76","1"," 51",76,43.8882,-6.5191,248.5,6250,127,"N01","Micromesistius poutassou"
"77","1"," 51",77,43.882,-6.5996,142.5,3775,68,"N01","Micromesistius poutassou"
"80","1"," 51",80,43.843,-5.782,168,12300,291,"N01","Micromesistius poutassou"
"81","1"," 51",81,43.8904,-5.6045,284,2865,73,"N01","Micromesistius poutassou"
"82","1"," 51",82,43.7608,-5.3807,158,360,11,"N01","Micromesistius poutassou"
"83","1"," 51",83,43.6875,-5.4853,142.5,85200,2450,"N01","Micromesistius poutassou"
"84","1"," 51",84,43.6315,-5.4105,112,80900,1936,"N01","Micromesistius poutassou"
"86","1"," 51",86,43.7369,-5.0099,186,78700,2942,"N01","Micromesistius poutassou"
"87","1"," 51",87,43.7788,-5.0157,432,2045,28,"N01","Micromesistius poutassou"
"89","1"," 51",89,43.6658,-5.6631,95,150,2,"N01","Micromesistius poutassou"
"90","1"," 51",90,43.7811,-5.5922,158,10900,282,"N01","Micromesistius poutassou"
"91","1"," 51",91,43.878,-5.3934,314,1675,36,"N01","Micromesistius poutassou"
"92","1"," 51",92,43.6371,-4.9974,394,3585,68,"N01","Micromesistius poutassou"
"93","1"," 51",93,43.6502,-4.8156,185.5,820,24,"N01","Micromesistius poutassou"
"94","1"," 51",94,43.6405,-4.6011,189.5,6780,205,"N01","Micromesistius poutassou"
"95","1"," 51",95,43.7019,-4.5084,542.5,1940.87403598972,29,"N01","Micromesistius poutassou"
"96","1"," 51",96,43.5144,-4.5397,266,9490,225,"N01","Micromesistius poutassou"
"100","1"," 51",100,43.5842,-4.6685,173.5,365,13,"N01","Micromesistius poutassou"
"101","1"," 51",101,43.5435,-4.2908,167,107300,4006,"N01","Micromesistius poutassou"
"105","1"," 51",105,43.6435,-3.7823,184.5,74750,2512,"N01","Micromesistius poutassou"
"106","1"," 51",106,43.6686,-3.7946,258.5,75150,1080,"N01","Micromesistius poutassou"
"110","1"," 51",110,43.5908,-3.0866,227,75800,2527,"N01","Micromesistius poutassou"
"113","1"," 51",113,43.559,-1.9174,152,77150,3163,"N01","Micromesistius poutassou"
"116","1"," 51",116,43.5576,-2.2373,364,1645,27,"N01","Micromesistius poutassou"
"117","1"," 51",117,43.4451,-2.2277,138.5,260,8,"N01","Micromesistius poutassou"
"119","1"," 51",119,43.6007,-2.2811,572.5,625.535561268209,3,"N01","Micromesistius poutassou"
"120","1"," 51",120,43.5568,-2.5811,224,226750,8163,"N01","Micromesistius poutassou"
"121","1"," 51",121,43.5906,-2.666,285,69800,1303,"N01","Micromesistius poutassou"
"123","1"," 90",1,42.2266,-8.9734,101,730,84,"N01","Trachurus trachurus"
"210","1"," 90",2,42.1439,-9.0754,135.5,630,3,"N01","Trachurus trachurus"
"310","1"," 90",3,42.079,-8.9864,105.5,34585,252,"N01","Trachurus trachurus"
"510","1"," 90",5,41.9888,-9.3095,173,1385,5,"N01","Trachurus trachurus"
"79","1"," 90",7,42.1199,-9.2749,186,1395,9,"N01","Trachurus trachurus"
"88","1"," 90",8,42.392,-9.0272,95,100,17,"N01","Trachurus trachurus"
"910","1"," 90",9,42.3633,-9.1359,136,13900,61,"N01","Trachurus trachurus"
"1010","1"," 90",10,42.2639,-9.093,138.5,16450,68,"N01","Trachurus trachurus"
"1110","1"," 90",11,42.1928,-9.1688,154,4680,41,"N01","Trachurus trachurus"
"124","1"," 90",12,42.2866,-9.3449,240.5,862,3,"N01","Trachurus trachurus"
"141","1"," 90",14,42.4769,-9.3661,263,623,2,"N01","Trachurus trachurus"
"151","1"," 90",15,42.5311,-9.2909,133,275,2,"N01","Trachurus trachurus"
"181","1"," 90",18,42.697,-9.3125,124,10,2,"N01","Trachurus trachurus"
"201","1"," 90",20,42.6148,-9.216,102,295,8,"N01","Trachurus trachurus"
"231","1"," 90",23,43.0445,-9.4171,146,1470,5,"N01","Trachurus trachurus"
"241","1"," 90",24,43.4576,-8.8078,149,205,1,"N01","Trachurus trachurus"
"251","1"," 90",25,43.51,-8.6939,148.5,205,1,"N01","Trachurus trachurus"
"261","1"," 90",26,43.6056,-8.5081,152,11550,47,"N01","Trachurus trachurus"
"271","1"," 90",27,43.6908,-8.5185,174.5,1130,5,"N01","Trachurus trachurus"
"281","1"," 90",28,43.6469,-8.5892,174.5,8450,30,"N01","Trachurus trachurus"
"291","1"," 90",29,43.45,-8.5132,106.5,40650,252,"N01","Trachurus trachurus"
"301","1"," 90",30,43.3882,-8.6458,99.5,13120,94,"N01","Trachurus trachurus"
"311","1"," 90",31,43.368,-8.7672,94.5,17700,73,"N01","Trachurus trachurus"
"321","1"," 90",32,43.467,-8.6986,138,924,4,"N01","Trachurus trachurus"
"331","1"," 90",33,43.5335,-8.4994,135.5,3056,16,"N01","Trachurus trachurus"
"361","1"," 90",36,43.2073,-9.4157,169,2375,5,"N01","Trachurus trachurus"
"381","1"," 90",38,43.3171,-9.2675,168.5,17350,49,"N01","Trachurus trachurus"
"401","1"," 90",40,43.3691,-9.0555,150.5,290,1,"N01","Trachurus trachurus"
"411","1"," 90",41,43.4926,-8.9779,175.5,2805,10,"N01","Trachurus trachurus"
"421","1"," 90",42,43.5589,-9.0489,300,3790,13,"N01","Trachurus trachurus"
"431","1"," 90",43,43.7224,-8.384,167.5,1780,5,"N01","Trachurus trachurus"
"441","1"," 90",44,43.7732,-8.3018,173,12117,64,"N01","Trachurus trachurus"
"451","1"," 90",45,43.9076,-8.1454,187.5,9650,41,"N01","Trachurus trachurus"
"461","1"," 90",46,43.8407,-7.931,127,96258,740,"N01","Trachurus trachurus"
"471","1"," 90",47,44.0422,-8.0131,233,690,2,"N01","Trachurus trachurus"
"481","1"," 90",48,43.7897,-7.535,120,4950,38,"N01","Trachurus trachurus"
"491","1"," 90",49,43.9933,-7.5652,182.5,4295,18,"N01","Trachurus trachurus"
"501","1"," 90",50,44.0212,-7.3193,184,10200,48,"N01","Trachurus trachurus"
"511","1"," 90",51,43.9605,-7.2018,175,1535,7,"N01","Trachurus trachurus"
"521","1"," 90",52,43.9965,-6.9931,185,1960,7,"N01","Trachurus trachurus"
"581","1"," 90",58,43.6103,-8.7508,179.5,330,2,"N01","Trachurus trachurus"
"591","1"," 90",59,43.7822,-8.5979,260,325,1,"N01","Trachurus trachurus"
"621","1"," 90",62,43.7714,-7.3,136.5,440,2,"N01","Trachurus trachurus"
"631","1"," 90",63,43.6925,-7.1845,119.5,1055,15,"N01","Trachurus trachurus"
"641","1"," 90",64,43.7385,-6.9818,130.5,21200,129,"N01","Trachurus trachurus"
"651","1"," 90",65,43.8799,-7.1122,160,1731,12,"N01","Trachurus trachurus"
"661","1"," 90",66,43.8642,-7.32,155,1020,5,"N01","Trachurus trachurus"
"671","1"," 90",67,43.6193,-7.0555,104,48930,406,"N01","Trachurus trachurus"
"681","1"," 90",68,43.7809,-6.9089,139,20900,116,"N01","Trachurus trachurus"
"70","1"," 90",70,43.595,-6.1052,56.5,161500,9034,"N01","Trachurus trachurus"
"71","1"," 90",71,43.6865,-6.082,113,13150,97,"N01","Trachurus trachurus"
"721","1"," 90",72,43.7929,-6.1029,222,5150,17,"N01","Trachurus trachurus"
"741","1"," 90",74,43.6898,-6.2832,135,12200,50,"N01","Trachurus trachurus"
"761","1"," 90",76,43.8882,-6.5191,248.5,28650,111,"N01","Trachurus trachurus"
"771","1"," 90",77,43.882,-6.5996,142.5,8450,38,"N01","Trachurus trachurus"
"78","1"," 90",78,43.7991,-6.5765,142.5,119150,561,"N01","Trachurus trachurus"
"801","1"," 90",80,43.843,-5.782,168,16350,91,"N01","Trachurus trachurus"
"811","1"," 90",81,43.8904,-5.6045,284,12500,47,"N01","Trachurus trachurus"
"821","1"," 90",82,43.7608,-5.3807,158,6950,41,"N01","Trachurus trachurus"
"831","1"," 90",83,43.6875,-5.4853,142.5,4415,26,"N01","Trachurus trachurus"
"841","1"," 90",84,43.6315,-5.4105,112,10800,67,"N01","Trachurus trachurus"
"85","1"," 90",85,43.7052,-5.1898,150.5,50600,328,"N01","Trachurus trachurus"
"861","1"," 90",86,43.7369,-5.0099,186,33800,173,"N01","Trachurus trachurus"
"891","1"," 90",89,43.6658,-5.6631,95,15385,131,"N01","Trachurus trachurus"
"901","1"," 90",90,43.7811,-5.5922,158,40000,256,"N01","Trachurus trachurus"
"911","1"," 90",91,43.878,-5.3934,314,7750,34,"N01","Trachurus trachurus"
"921","1"," 90",92,43.6371,-4.9974,394,380,1,"N01","Trachurus trachurus"
"931","1"," 90",93,43.6502,-4.8156,185.5,5285,29,"N01","Trachurus trachurus"
"941","1"," 90",94,43.6405,-4.6011,189.5,17500,86,"N01","Trachurus trachurus"
"97","1"," 90",97,43.4809,-4.728,98,23350,157,"N01","Trachurus trachurus"
"98","1"," 90",98,43.4475,-4.4822,105.5,24865,218,"N01","Trachurus trachurus"
"99","1"," 90",99,43.5742,-4.8457,140.5,25900,172,"N01","Trachurus trachurus"
"1001","1"," 90",100,43.5842,-4.6685,173.5,21400,128,"N01","Trachurus trachurus"
"1011","1"," 90",101,43.5435,-4.2908,167,7900,42,"N01","Trachurus trachurus"
"102","1"," 90",102,43.4703,-4.1219,84,11735,168,"N01","Trachurus trachurus"
"103","1"," 90",103,43.5517,-3.8771,110,3000,95,"N01","Trachurus trachurus"
"104","1"," 90",104,43.5127,-3.7483,45.5,9118,311,"N01","Trachurus trachurus"
"1051","1"," 90",105,43.6435,-3.7823,184.5,48650,330,"N01","Trachurus trachurus"
"1061","1"," 90",106,43.6686,-3.7946,258.5,2230,10,"N01","Trachurus trachurus"
"107","1"," 90",107,43.4589,-3.3767,39,4180,190,"N01","Trachurus trachurus"
"108","1"," 90",108,43.483,-3.344,75,11455,444,"N01","Trachurus trachurus"
"109","1"," 90",109,43.5773,-3.2866,183.5,18250,98,"N01","Trachurus trachurus"
"1101","1"," 90",110,43.5908,-3.0866,227,12350,59,"N01","Trachurus trachurus"
"111","1"," 90",111,43.4597,-2.3315,137,152450,1545,"N01","Trachurus trachurus"
"112","1"," 90",112,43.5043,-2.2065,158.5,4950,35,"N01","Trachurus trachurus"
"1131","1"," 90",113,43.559,-1.9174,152,115850,819,"N01","Trachurus trachurus"
"114","1"," 90",114,43.3678,-2.0352,97,14350,179,"N01","Trachurus trachurus"
"115","1"," 90",115,43.3912,-2.2961,100,31050,321,"N01","Trachurus trachurus"
"1171","1"," 90",117,43.4451,-2.2277,138.5,15150,192,"N01","Trachurus trachurus"
"118","1"," 90",118,43.3777,-2.2484,99,91200,1237,"N01","Trachurus trachurus"
"1201","1"," 90",120,43.5568,-2.5811,224,136100,837,"N01","Trachurus trachurus"
"1211","1"," 90",121,43.5906,-2.666,285,121200,946,"N01","Trachurus trachurus"
"122","1"," 90",122,43.5152,-2.9056,130.5,35650,436,"N01","Trachurus trachurus"
"211","1"," 79",2,42.1439,-9.0754,135.5,65,1,"N01","Scyliorhinus canicula"
"312","1"," 79",3,42.079,-8.9864,105.5,555,1,"N01","Scyliorhinus canicula"
"512","1"," 79",5,41.9888,-9.3095,173,45,1,"N01","Scyliorhinus canicula"
"810","1"," 79",8,42.392,-9.0272,95,2275,11,"N01","Scyliorhinus canicula"
"1012","1"," 79",10,42.2639,-9.093,138.5,1860,4,"N01","Scyliorhinus canicula"
"1111","1"," 79",11,42.1928,-9.1688,154,430,1,"N01","Scyliorhinus canicula"
"152","1"," 79",15,42.5311,-9.2909,133,365,6,"N01","Scyliorhinus canicula"
"182","1"," 79",18,42.697,-9.3125,124,1200,5,"N01","Scyliorhinus canicula"
"202","1"," 79",20,42.6148,-9.216,102,1350,5,"N01","Scyliorhinus canicula"
"212","1"," 79",21,42.8508,-9.4232,151,75,4,"N01","Scyliorhinus canicula"
"232","1"," 79",23,43.0445,-9.4171,146,1665,5,"N01","Scyliorhinus canicula"
"242","1"," 79",24,43.4576,-8.8078,149,6140,13,"N01","Scyliorhinus canicula"
"252","1"," 79",25,43.51,-8.6939,148.5,515,1,"N01","Scyliorhinus canicula"
"282","1"," 79",28,43.6469,-8.5892,174.5,150,1,"N01","Scyliorhinus canicula"
"292","1"," 79",29,43.45,-8.5132,106.5,15700,70,"N01","Scyliorhinus canicula"
"302","1"," 79",30,43.3882,-8.6458,99.5,2565,6,"N01","Scyliorhinus canicula"
"313","1"," 79",31,43.368,-8.7672,94.5,25200,77,"N01","Scyliorhinus canicula"
"322","1"," 79",32,43.467,-8.6986,138,1190,2,"N01","Scyliorhinus canicula"
"332","1"," 79",33,43.5335,-8.4994,135.5,2136,3,"N01","Scyliorhinus canicula"
"341","1"," 79",34,43.0956,-9.5694,246.5,140,2,"N01","Scyliorhinus canicula"
"351","1"," 79",35,43.2366,-9.5111,260.5,45,1,"N01","Scyliorhinus canicula"
"402","1"," 79",40,43.3691,-9.0555,150.5,14150,75,"N01","Scyliorhinus canicula"
"412","1"," 79",41,43.4926,-8.9779,175.5,1270,2,"N01","Scyliorhinus canicula"
"432","1"," 79",43,43.7224,-8.384,167.5,630,1,"N01","Scyliorhinus canicula"
"452","1"," 79",45,43.9076,-8.1454,187.5,1810,6,"N01","Scyliorhinus canicula"
"462","1"," 79",46,43.8407,-7.931,127,54200,148,"N01","Scyliorhinus canicula"
"482","1"," 79",48,43.7897,-7.535,120,1575,3,"N01","Scyliorhinus canicula"
"522","1"," 79",52,43.9965,-6.9931,185,10400,41,"N01","Scyliorhinus canicula"
"632","1"," 79",63,43.6925,-7.1845,119.5,700,2,"N01","Scyliorhinus canicula"
"642","1"," 79",64,43.7385,-6.9818,130.5,855,3,"N01","Scyliorhinus canicula"
"652","1"," 79",65,43.8799,-7.1122,160,80,1,"N01","Scyliorhinus canicula"
"662","1"," 79",66,43.8642,-7.32,155,20,1,"N01","Scyliorhinus canicula"
"672","1"," 79",67,43.6193,-7.0555,104,140,1,"N01","Scyliorhinus canicula"
"682","1"," 79",68,43.7809,-6.9089,139,1195,5,"N01","Scyliorhinus canicula"
"691","1"," 79",69,43.9697,-6.7613,292,5430,37,"N01","Scyliorhinus canicula"
"701","1"," 79",70,43.595,-6.1052,56.5,4940,10,"N01","Scyliorhinus canicula"
"711","1"," 79",71,43.6865,-6.082,113,8645,46,"N01","Scyliorhinus canicula"
"722","1"," 79",72,43.7929,-6.1029,222,11075,51,"N01","Scyliorhinus canicula"
"731","1"," 79",73,43.7592,-6.2735,258,13350,81,"N01","Scyliorhinus canicula"
"742","1"," 79",74,43.6898,-6.2832,135,13315,45,"N01","Scyliorhinus canicula"
"751","1"," 79",75,43.8838,-6.4713,553.5,65,1,"N01","Scyliorhinus canicula"
"762","1"," 79",76,43.8882,-6.5191,248.5,2970,5,"N01","Scyliorhinus canicula"
"772","1"," 79",77,43.882,-6.5996,142.5,26000,80,"N01","Scyliorhinus canicula"
"781","1"," 79",78,43.7991,-6.5765,142.5,3800,20,"N01","Scyliorhinus canicula"
"791","1"," 79",79,43.7228,-6.4237,135,21420,86,"N01","Scyliorhinus canicula"
"802","1"," 79",80,43.843,-5.782,168,10970,25,"N01","Scyliorhinus canicula"
"812","1"," 79",81,43.8904,-5.6045,284,3700,18,"N01","Scyliorhinus canicula"
"822","1"," 79",82,43.7608,-5.3807,158,21210,50,"N01","Scyliorhinus canicula"
"832","1"," 79",83,43.6875,-5.4853,142.5,15810,35,"N01","Scyliorhinus canicula"
"842","1"," 79",84,43.6315,-5.4105,112,8700,19,"N01","Scyliorhinus canicula"
"851","1"," 79",85,43.7052,-5.1898,150.5,5600,12,"N01","Scyliorhinus canicula"
"862","1"," 79",86,43.7369,-5.0099,186,2270,9,"N01","Scyliorhinus canicula"
"892","1"," 79",89,43.6658,-5.6631,95,2520,4,"N01","Scyliorhinus canicula"
"902","1"," 79",90,43.7811,-5.5922,158,970,3,"N01","Scyliorhinus canicula"
"912","1"," 79",91,43.878,-5.3934,314,870,2,"N01","Scyliorhinus canicula"
"922","1"," 79",92,43.6371,-4.9974,394,5210,12,"N01","Scyliorhinus canicula"
"932","1"," 79",93,43.6502,-4.8156,185.5,1430,10,"N01","Scyliorhinus canicula"
"942","1"," 79",94,43.6405,-4.6011,189.5,2110,3,"N01","Scyliorhinus canicula"
"961","1"," 79",96,43.5144,-4.5397,266,6500,8,"N01","Scyliorhinus canicula"
"971","1"," 79",97,43.4809,-4.728,98,79750,168,"N01","Scyliorhinus canicula"
"981","1"," 79",98,43.4475,-4.4822,105.5,16360,93,"N01","Scyliorhinus canicula"
"991","1"," 79",99,43.5742,-4.8457,140.5,33900,77,"N01","Scyliorhinus canicula"
"1002","1"," 79",100,43.5842,-4.6685,173.5,5875,42,"N01","Scyliorhinus canicula"
"1013","1"," 79",101,43.5435,-4.2908,167,8200,18,"N01","Scyliorhinus canicula"
"1031","1"," 79",103,43.5517,-3.8771,110,8465,11,"N01","Scyliorhinus canicula"
"1052","1"," 79",105,43.6435,-3.7823,184.5,34455,124,"N01","Scyliorhinus canicula"
"1062","1"," 79",106,43.6686,-3.7946,258.5,12210,40,"N01","Scyliorhinus canicula"
"1081","1"," 79",108,43.483,-3.344,75,575,1,"N01","Scyliorhinus canicula"
"1091","1"," 79",109,43.5773,-3.2866,183.5,24560,264,"N01","Scyliorhinus canicula"
"1102","1"," 79",110,43.5908,-3.0866,227,20625,54,"N01","Scyliorhinus canicula"
"1112","1"," 79",111,43.4597,-2.3315,137,31080,110,"N01","Scyliorhinus canicula"
"1121","1"," 79",112,43.5043,-2.2065,158.5,2300,10,"N01","Scyliorhinus canicula"
"1132","1"," 79",113,43.559,-1.9174,152,2680,36,"N01","Scyliorhinus canicula"
"1141","1"," 79",114,43.3678,-2.0352,97,2540,5,"N01","Scyliorhinus canicula"
"1151","1"," 79",115,43.3912,-2.2961,100,27180,69,"N01","Scyliorhinus canicula"
"1161","1"," 79",116,43.5576,-2.2373,364,31750,57,"N01","Scyliorhinus canicula"
"1172","1"," 79",117,43.4451,-2.2277,138.5,31750,100,"N01","Scyliorhinus canicula"
"1181","1"," 79",118,43.3777,-2.2484,99,35700,83,"N01","Scyliorhinus canicula"
"1202","1"," 79",120,43.5568,-2.5811,224,4780,89,"N01","Scyliorhinus canicula"
"1212","1"," 79",121,43.5906,-2.666,285,42000,70,"N01","Scyliorhinus canicula"
"1221","1"," 79",122,43.5152,-2.9056,130.5,31000,113,"N01","Scyliorhinus canicula"
"813","1"," 68",8,42.392,-9.0272,95,155,1,"N01","Raja clavata"
"913","1"," 68",9,42.3633,-9.1359,136,155,1,"N01","Raja clavata"
"293","1"," 68",29,43.45,-8.5132,106.5,385,1,"N01","Raja clavata"
"303","1"," 68",30,43.3882,-8.6458,99.5,40600,49,"N01","Raja clavata"
"314","1"," 68",31,43.368,-8.7672,94.5,36150,41,"N01","Raja clavata"
"382","1"," 68",38,43.3171,-9.2675,168.5,290,2,"N01","Raja clavata"
"403","1"," 68",40,43.3691,-9.0555,150.5,250,2,"N01","Raja clavata"
"673","1"," 68",67,43.6193,-7.0555,104,425,4,"N01","Raja clavata"
"732","1"," 68",73,43.7592,-6.2735,258,60,1,"N01","Raja clavata"
"782","1"," 68",78,43.7991,-6.5765,142.5,665,3,"N01","Raja clavata"
"792","1"," 68",79,43.7228,-6.4237,135,1095,3,"N01","Raja clavata"
"823","1"," 68",82,43.7608,-5.3807,158,490,1,"N01","Raja clavata"
"852","1"," 68",85,43.7052,-5.1898,150.5,4100,5,"N01","Raja clavata"
"863","1"," 68",86,43.7369,-5.0099,186,1210,1,"N01","Raja clavata"
"893","1"," 68",89,43.6658,-5.6631,95,16250,4,"N01","Raja clavata"
"933","1"," 68",93,43.6502,-4.8156,185.5,130,2,"N01","Raja clavata"
"972","1"," 68",97,43.4809,-4.728,98,3250,1,"N01","Raja clavata"
"992","1"," 68",99,43.5742,-4.8457,140.5,28900,29,"N01","Raja clavata"
"1003","1"," 68",100,43.5842,-4.6685,173.5,590,1,"N01","Raja clavata"
"1032","1"," 68",103,43.5517,-3.8771,110,30,1,"N01","Raja clavata"
"1082","1"," 68",108,43.483,-3.344,75,14700,36,"N01","Raja clavata"
"1092","1"," 68",109,43.5773,-3.2866,183.5,260,1,"N01","Raja clavata"
"1113","1"," 68",111,43.4597,-2.3315,137,425,1,"N01","Raja clavata"
"1122","1"," 68",112,43.5043,-2.2065,158.5,390,1,"N01","Raja clavata"
"1142","1"," 68",114,43.3678,-2.0352,97,6750,5,"N01","Raja clavata"
"1152","1"," 68",115,43.3912,-2.2961,100,3300,7,"N01","Raja clavata"
"1182","1"," 68",118,43.3777,-2.2484,99,6400,9,"N01","Raja clavata"
"1222","1"," 68",122,43.5152,-2.9056,130.5,121300,102,"N01","Raja clavata"
"294","1"," 60",29,43.45,-8.5132,106.5,3465,11,"N01","Pagellus acarne"
"304","1"," 60",30,43.3882,-8.6458,99.5,104850,322,"N01","Pagellus acarne"
"315","1"," 60",31,43.368,-8.7672,94.5,2630,7,"N01","Pagellus acarne"
"333","1"," 60",33,43.5335,-8.4994,135.5,1199,3,"N01","Pagellus acarne"
