"gr","esp","lan","lat","long","prof","peso.gr","numero","camp","especie"
"1"," 51",7,42.2562,-9.0947,134.5,55,1,"N13","Micromesistius poutassou"
"1"," 51",10,42.0578,-9.351,194,2960,29,"N13","Micromesistius poutassou"
"1"," 51",11,42.3713,-9.1676,143.5,105,1,"N13","Micromesistius poutassou"
"1"," 51",12,42.2879,-9.3423,236.5,9790,147,"N13","Micromesistius poutassou"
"1"," 51",13,42.1956,-9.4432,626.5,288.350634371396,5,"N13","Micromesistius poutassou"
"1"," 51",14,42.2764,-9.4651,615,3289.57239309827,11,"N13","Micromesistius poutassou"
"1"," 51",17,42.5217,-9.3894,240,565,9,"N13","Micromesistius poutassou"
"1"," 51",19,42.7186,-9.5803,629,5916.88089117395,25,"N13","Micromesistius poutassou"
"1"," 51",20,42.7972,-9.5469,254,26350,240,"N13","Micromesistius poutassou"
"1"," 51",22,42.9297,-9.5535,230,7020,73,"N13","Micromesistius poutassou"
"1"," 51",24,43.0783,-9.5647,236,186100,1894,"N13","Micromesistius poutassou"
"1"," 51",25,43.2434,-9.5087,263,111100,1272,"N13","Micromesistius poutassou"
"1"," 51",26,43.2073,-9.4254,171,8605,98,"N13","Micromesistius poutassou"
"1"," 51",29,44.0513,-8.7255,459.5,23600,159,"N13","Micromesistius poutassou"
"1"," 51",30,43.9736,-8.6547,442,23200,198,"N13","Micromesistius poutassou"
"1"," 51",31,43.8733,-8.6865,422,5510,62,"N13","Micromesistius poutassou"
"1"," 51",32,44.0348,-8.5861,359.5,28245,413,"N13","Micromesistius poutassou"
"1"," 51",33,44.0739,-8.4327,334.5,111600,1490,"N13","Micromesistius poutassou"
"1"," 51",34,44.0463,-8.2927,296,121100,1854,"N13","Micromesistius poutassou"
"1"," 51",35,43.9512,-8.3627,245.5,13170,215,"N13","Micromesistius poutassou"
"1"," 51",36,43.8892,-8.4836,270.5,51483,762,"N13","Micromesistius poutassou"
"1"," 51",37,43.8899,-7.8588,159,7060,113,"N13","Micromesistius poutassou"
"1"," 51",38,44.0272,-8.057,221,25850,377,"N13","Micromesistius poutassou"
"1"," 51",39,43.9117,-8.1381,188.5,26555,401,"N13","Micromesistius poutassou"
"1"," 51",40,43.8149,-8.2801,178.5,31450,429,"N13","Micromesistius poutassou"
"1"," 51",41,43.696,-8.7397,282.5,146500,1924,"N13","Micromesistius poutassou"
"1"," 51",42,43.7807,-8.8572,601,7198.04951237809,44,"N13","Micromesistius poutassou"
"1"," 51",43,43.6814,-8.8602,565.5,5333.83345836459,51,"N13","Micromesistius poutassou"
"1"," 51",44,43.6141,-8.908,251,101113.262342691,1245,"N13","Micromesistius poutassou"
"1"," 51",45,43.6124,-8.4971,152.5,79650,1111,"N13","Micromesistius poutassou"
"1"," 51",46,43.6354,-8.5822,172,2950,39,"N13","Micromesistius poutassou"
"1"," 51",47,43.7035,-8.5073,177.5,64900,905,"N13","Micromesistius poutassou"
"1"," 51",48,43.7204,-8.3885,167,13365,185,"N13","Micromesistius poutassou"
"1"," 51",49,43.8248,-8.3817,193,4585,64,"N13","Micromesistius poutassou"
"1"," 51",50,43.3133,-9.2815,169.5,90,2,"N13","Micromesistius poutassou"
"1"," 51",51,43.3526,-9.3835,265.5,6970,79,"N13","Micromesistius poutassou"
"1"," 51",52,43.5457,-9.0734,294,54350,571,"N13","Micromesistius poutassou"
"1"," 51",53,43.3777,-9.056,155,2140,27,"N13","Micromesistius poutassou"
"1"," 51",54,43.396,-8.6481,95.5,440,4,"N13","Micromesistius poutassou"
"1"," 51",55,43.474,-8.6904,141,14365,200,"N13","Micromesistius poutassou"
"1"," 51",56,43.5526,-8.7405,160.5,24200,339,"N13","Micromesistius poutassou"
"1"," 51",57,43.5353,-8.5026,139.5,85,1,"N13","Micromesistius poutassou"
"1"," 51",60,43.4449,-8.8341,150,80000,980,"N13","Micromesistius poutassou"
"1"," 51",61,43.4501,-8.9823,163,108550,1712,"N13","Micromesistius poutassou"
"1"," 51",62,43.7876,-7.5111,122,1285,15,"N13","Micromesistius poutassou"
"1"," 51",63,43.8724,-7.3203,154,2395.93417231365,37,"N13","Micromesistius poutassou"
"1"," 51",64,43.9951,-7.5571,180,6701.13753877973,108,"N13","Micromesistius poutassou"
"1"," 51",65,44.0896,-7.5527,519,11815.4538634659,72,"N13","Micromesistius poutassou"
"1"," 51",66,44.0285,-7.335,186,10645,178,"N13","Micromesistius poutassou"
"1"," 51",67,43.9582,-7.2034,175,5565,96,"N13","Micromesistius poutassou"
