"gr","esp","lan","lat","long","prof","peso.gr","numero","camp","especie"
"1"," 51",1,42.0806,-8.9883,105,66,2,"N12","Micromesistius poutassou"
"1"," 51",2,41.984,-9.0392,113,18200,662,"N12","Micromesistius poutassou"
"1"," 51",3,42.0573,-9.1257,136.5,92600,3403,"N12","Micromesistius poutassou"
"1"," 51",4,42.1662,-9.0563,130,754830,31200,"N12","Micromesistius poutassou"
"1"," 51",5,42.2386,-8.9692,98,16500,547,"N12","Micromesistius poutassou"
"1"," 51",6,42.2563,-9.0961,135,25000,1056,"N12","Micromesistius poutassou"
"1"," 51",7,42.2002,-9.1627,150.5,114400,4576,"N12","Micromesistius poutassou"
"1"," 51",8,42.123,-9.2749,185,32600,1157,"N12","Micromesistius poutassou"
"1"," 51",9,41.9835,-9.3062,168.5,41300,1524,"N12","Micromesistius poutassou"
"1"," 51",10,42.052,-9.3517,219,11400,395,"N12","Micromesistius poutassou"
"1"," 51",11,42.2635,-9.464,581.5,2805.70142535634,12,"N12","Micromesistius poutassou"
"1"," 51",12,42.274,-9.3339,232.5,1930,66,"N12","Micromesistius poutassou"
"1"," 51",13,42.3667,-9.1735,144.5,31395,1132,"N12","Micromesistius poutassou"
"1"," 51",14,42.5212,-9.3864,228,6975,225,"N12","Micromesistius poutassou"
"1"," 51",15,42.5139,-9.2901,134,178800,7185,"N12","Micromesistius poutassou"
"1"," 51",16,42.6351,-9.2147,101,735,20,"N12","Micromesistius poutassou"
"1"," 51",17,42.6949,-9.3588,133,46000,1825,"N12","Micromesistius poutassou"
"1"," 51",18,42.8478,-9.4247,152,36230,1536,"N12","Micromesistius poutassou"
"1"," 51",19,42.7167,-9.5803,594,2055.51387846962,6,"N12","Micromesistius poutassou"
"1"," 51",20,42.7908,-9.5475,253,10400,321,"N12","Micromesistius poutassou"
"1"," 51",21,42.9288,-9.5527,230,1765,54,"N12","Micromesistius poutassou"
"1"," 51",22,43.0741,-9.5635,235.5,1558.56727976767,53,"N12","Micromesistius poutassou"
"1"," 51",23,43.0343,-9.4243,147,30299.8965873837,1162,"N12","Micromesistius poutassou"
"1"," 51",24,43.1977,-9.4356,168.5,83800,3101,"N12","Micromesistius poutassou"
"1"," 51",25,43.2415,-9.5114,266,6250,192,"N12","Micromesistius poutassou"
"1"," 51",26,43.3516,-9.39,267.5,29800,1023,"N12","Micromesistius poutassou"
"1"," 51",27,43.3131,-9.2746,168.5,10905,410,"N12","Micromesistius poutassou"
"1"," 51",28,43.2498,-9.1184,94.5,10800,310,"N12","Micromesistius poutassou"
"1"," 51",29,43.3734,-9.0656,151.5,100300,4270,"N12","Micromesistius poutassou"
"1"," 51",30,43.4495,-8.9828,162,26200,1119,"N12","Micromesistius poutassou"
"1"," 51",31,43.4477,-8.8355,151,21500,811,"N12","Micromesistius poutassou"
"1"," 51",32,43.466,-8.7086,140.5,91150,3499,"N12","Micromesistius poutassou"
"1"," 51",33,43.3616,-8.7624,86,400,15,"N12","Micromesistius poutassou"
"1"," 51",34,43.3924,-8.6472,103,12950,393,"N12","Micromesistius poutassou"
"1"," 51",36,43.5309,-8.5194,137,26100,1070,"N12","Micromesistius poutassou"
"1"," 51",37,43.5548,-8.7449,161,63800,2772,"N12","Micromesistius poutassou"
"1"," 51",38,43.778,-8.8599,614,13465.8664666167,97,"N12","Micromesistius poutassou"
"1"," 51",39,43.6804,-8.8653,558,1702.92573143286,17,"N12","Micromesistius poutassou"
"1"," 51",40,43.697,-8.7432,285,1910,57,"N12","Micromesistius poutassou"
"1"," 51",41,43.6138,-8.9135,258.5,6700,162,"N12","Micromesistius poutassou"
"1"," 51",42,43.5473,-9.0757,298,89730,2807,"N12","Micromesistius poutassou"
"1"," 51",43,44.1125,-8.9496,705,76.5191297824456,1,"N12","Micromesistius poutassou"
"1"," 51",44,44.0498,-8.7218,456.5,19000,158,"N12","Micromesistius poutassou"
"1"," 51",45,44.016,-8.5856,361.5,15700,195,"N12","Micromesistius poutassou"
"1"," 51",46,44.0568,-8.4493,329,8050,100,"N12","Micromesistius poutassou"
"1"," 51",47,44.0309,-8.0486,221.5,4600,145,"N12","Micromesistius poutassou"
"1"," 51",48,44.0473,-8.2947,296.5,48000,1382,"N12","Micromesistius poutassou"
"1"," 51",49,43.9137,-8.1131,184,5900,161,"N12","Micromesistius poutassou"
"1"," 51",50,43.8902,-7.8628,157,317600,13544,"N12","Micromesistius poutassou"
"1"," 51",51,43.9702,-8.6535,442.5,27250,233,"N12","Micromesistius poutassou"
"1"," 51",52,43.9045,-8.671,433.5,6360,64,"N12","Micromesistius poutassou"
"1"," 51",53,43.889,-8.5065,284,16300,451,"N12","Micromesistius poutassou"
"1"," 51",54,43.9596,-8.3435,242,52750,2333,"N12","Micromesistius poutassou"
"1"," 51",55,43.824,-8.3825,192,9450,362,"N12","Micromesistius poutassou"
"1"," 51",56,43.8142,-8.278,178,16000,512,"N12","Micromesistius poutassou"
"1"," 51",57,43.7074,-8.3976,158,6110,244,"N12","Micromesistius poutassou"
"1"," 51",58,43.6861,-8.5214,171,88750,3438,"N12","Micromesistius poutassou"
"1"," 51",59,43.6305,-8.5877,166.5,29524.3019648397,1154,"N12","Micromesistius poutassou"
"1"," 51",60,43.5968,-8.5107,151,161100,6068,"N12","Micromesistius poutassou"
"1"," 51",61,43.8896,-7.5205,149,30300,1173,"N12","Micromesistius poutassou"
"1"," 51",63,43.846,-7.327,148,2345,68,"N12","Micromesistius poutassou"
"1"," 51",64,43.7754,-7.3033,135,30550,1039,"N12","Micromesistius poutassou"
"1"," 51",66,43.9973,-7.0089,183.5,25800,883,"N12","Micromesistius poutassou"
"1"," 51",67,43.9601,-7.202,173,108750,4033,"N12","Micromesistius poutassou"
"1"," 51",68,44.0294,-7.3513,187,129434.447300771,5075,"N12","Micromesistius poutassou"
"1"," 51",70,43.9994,-7.5484,180.5,291900,12316,"N12","Micromesistius poutassou"
"1"," 51",71,43.7394,-6.9908,129.5,142,4,"N12","Micromesistius poutassou"
"1"," 51",72,43.7726,-6.9109,135,295,9,"N12","Micromesistius poutassou"
"1"," 51",73,43.9622,-6.7104,278.5,37700,531,"N12","Micromesistius poutassou"
"1"," 51",78,43.7623,-6.2995,232.5,1491650,68049,"N12","Micromesistius poutassou"
"1"," 51",80,43.9087,-6.5421,271.5,636950,15897,"N12","Micromesistius poutassou"
"1"," 51",81,43.8302,-6.2059,369.5,55400,647,"N12","Micromesistius poutassou"
"1"," 51",82,43.7686,-6.0823,225.5,590800,9698,"N12","Micromesistius poutassou"
"1"," 51",85,43.7813,-5.6145,155,217850,10747,"N12","Micromesistius poutassou"
"1"," 51",86,43.891,-5.6028,289.5,285850,9528,"N12","Micromesistius poutassou"
"1"," 51",88,43.9334,-5.5256,590,12.0030007501875,1,"N12","Micromesistius poutassou"
"1"," 51",89,43.8734,-5.4151,272.5,28850,768,"N12","Micromesistius poutassou"
"1"," 51",90,43.8242,-5.0327,600,2543.13578394599,21,"N12","Micromesistius poutassou"
"1"," 51",91,43.7834,-5.0511,440.5,22250,277,"N12","Micromesistius poutassou"
"1"," 51",92,43.6324,-5.3957,117,15650,592,"N12","Micromesistius poutassou"
"1"," 51",93,43.6871,-5.4825,136.5,21990,1032,"N12","Micromesistius poutassou"
"1"," 51",94,43.7606,-5.3873,150,211000,11824,"N12","Micromesistius poutassou"
"1"," 51",96,43.7236,-4.987,177,99450,6033,"N12","Micromesistius poutassou"
"1"," 51",97,43.6384,-5.001,425.5,11200,125,"N12","Micromesistius poutassou"
"1"," 51",99,43.6515,-4.8134,183,158600,9889,"N12","Micromesistius poutassou"
"1"," 51",100,43.6409,-4.5585,189,229650,12462,"N12","Micromesistius poutassou"
"1"," 51",101,43.6971,-4.4809,565,506.376594148537,4,"N12","Micromesistius poutassou"
"1"," 51",103,43.4476,-2.2352,137.5,2300,103,"N12","Micromesistius poutassou"
"1"," 51",107,43.5558,-1.923,152,52900,2823,"N12","Micromesistius poutassou"
"1"," 51",108,43.5243,-2.047,210.5,85350,5850,"N12","Micromesistius poutassou"
"1"," 51",110,43.5632,-2.255,382,37850,509,"N12","Micromesistius poutassou"
"1"," 51",111,43.5989,-2.2763,564,7014.25356339085,65,"N12","Micromesistius poutassou"
"1"," 51",112,43.556,-2.564,239,36900,461,"N12","Micromesistius poutassou"
"1"," 51",113,43.5913,-2.6597,320.5,50860,525,"N12","Micromesistius poutassou"
"1"," 51",114,43.5152,-2.8838,127,362,14,"N12","Micromesistius poutassou"
"1"," 51",117,43.5691,-3.3185,170.5,2520,41,"N12","Micromesistius poutassou"
"1"," 51",118,43.5924,-3.1676,283,2771.45811789038,85,"N12","Micromesistius poutassou"
"1"," 51",119,43.6675,-3.7736,234.5,58700,1444,"N12","Micromesistius poutassou"
"1"," 51",120,43.6363,-3.8041,183,71150,3211,"N12","Micromesistius poutassou"
"1"," 51",124,43.5424,-4.2674,154.5,8970,320,"N12","Micromesistius poutassou"
"1"," 51",125,43.513,-4.5365,231,7830,222,"N12","Micromesistius poutassou"
"1"," 31",4,42.1662,-9.0563,130,6,1,"N12","Gadiculus argenteus"
"1"," 31",6,42.2563,-9.0961,135,1260,267,"N12","Gadiculus argenteus"
"1"," 31",7,42.2002,-9.1627,150.5,14,3,"N12","Gadiculus argenteus"
"1"," 31",8,42.123,-9.2749,185,34600,7250,"N12","Gadiculus argenteus"
"1"," 31",9,41.9835,-9.3062,168.5,4380,968,"N12","Gadiculus argenteus"
"1"," 31",10,42.052,-9.3517,219,11050,3055,"N12","Gadiculus argenteus"
"1"," 31",12,42.274,-9.3339,232.5,21200,6248,"N12","Gadiculus argenteus"
"1"," 31",14,42.5212,-9.3864,228,7770,2231,"N12","Gadiculus argenteus"
"1"," 31",15,42.5139,-9.2901,134,215,36,"N12","Gadiculus argenteus"
"1"," 31",17,42.6949,-9.3588,133,670,121,"N12","Gadiculus argenteus"
"1"," 31",18,42.8478,-9.4247,152,9075,2253,"N12","Gadiculus argenteus"
"1"," 31",19,42.7167,-9.5803,594,105.026256564141,9,"N12","Gadiculus argenteus"
"1"," 31",20,42.7908,-9.5475,253,6675,1458,"N12","Gadiculus argenteus"
"1"," 31",21,42.9288,-9.5527,230,24800,4960,"N12","Gadiculus argenteus"
"1"," 31",22,43.0741,-9.5635,235.5,22120.0387221684,4646,"N12","Gadiculus argenteus"
"1"," 31",23,43.0343,-9.4243,147,37952.430196484,5585,"N12","Gadiculus argenteus"
"1"," 31",24,43.1977,-9.4356,168.5,5200,1015,"N12","Gadiculus argenteus"
"1"," 31",25,43.2415,-9.5114,266,76500,9785,"N12","Gadiculus argenteus"
"1"," 31",26,43.3516,-9.39,267.5,36650,3947,"N12","Gadiculus argenteus"
"1"," 31",27,43.3131,-9.2746,168.5,12800,2409,"N12","Gadiculus argenteus"
"1"," 31",29,43.3734,-9.0656,151.5,41250,11375,"N12","Gadiculus argenteus"
"1"," 31",30,43.4495,-8.9828,162,7000,1167,"N12","Gadiculus argenteus"
"1"," 31",31,43.4477,-8.8355,151,49850,6511,"N12","Gadiculus argenteus"
"1"," 31",32,43.466,-8.7086,140.5,21450,2786,"N12","Gadiculus argenteus"
"1"," 31",36,43.5309,-8.5194,137,36000,5205,"N12","Gadiculus argenteus"
"1"," 31",37,43.5548,-8.7449,161,1715,321,"N12","Gadiculus argenteus"
"1"," 31",39,43.6804,-8.8653,558,72.0180045011253,11,"N12","Gadiculus argenteus"
"1"," 31",40,43.697,-8.7432,285,3790,529,"N12","Gadiculus argenteus"
"1"," 31",41,43.6138,-8.9135,258.5,5530,815,"N12","Gadiculus argenteus"
"1"," 31",42,43.5473,-9.0757,298,14500,2422,"N12","Gadiculus argenteus"
"1"," 31",45,44.016,-8.5856,361.5,13300,993,"N12","Gadiculus argenteus"
"1"," 31",46,44.0568,-8.4493,329,9500,896,"N12","Gadiculus argenteus"
"1"," 31",47,44.0309,-8.0486,221.5,3990,923,"N12","Gadiculus argenteus"
"1"," 31",48,44.0473,-8.2947,296.5,98800,11172,"N12","Gadiculus argenteus"
"1"," 31",49,43.9137,-8.1131,184,37670,6608,"N12","Gadiculus argenteus"
"1"," 31",50,43.8902,-7.8628,157,4715,965,"N12","Gadiculus argenteus"
"1"," 31",51,43.9702,-8.6535,442.5,825,69,"N12","Gadiculus argenteus"
"1"," 31",52,43.9045,-8.671,433.5,1390,112,"N12","Gadiculus argenteus"
"1"," 31",53,43.889,-8.5065,284,72650,8400,"N12","Gadiculus argenteus"
"1"," 31",54,43.9596,-8.3435,242,41550,4910,"N12","Gadiculus argenteus"
"1"," 31",55,43.824,-8.3825,192,19550,3331,"N12","Gadiculus argenteus"
"1"," 31",56,43.8142,-8.278,178,7190,828,"N12","Gadiculus argenteus"
"1"," 31",57,43.7074,-8.3976,158,53300,8902,"N12","Gadiculus argenteus"
"1"," 31",58,43.6861,-8.5214,171,14750,1787,"N12","Gadiculus argenteus"
