"","gr","esp","lan","lat","long","prof","peso.gr","numero","camp","especie"
"1280","1"," 10",71,43.7066,-7.0306,122.5,5955,65,"N00","Chelidonichthys cuculus"
"1283","1"," 10",74,43.6198,-7.053,106,175,5,"N00","Chelidonichthys cuculus"
"1289","1"," 10",80,43.7968,-6.5794,139,7810,123,"N00","Chelidonichthys cuculus"
"1293","1"," 10",84,43.7601,-5.3821,155,4790,42,"N00","Chelidonichthys cuculus"
"1294","1"," 10",85,43.6873,-5.4947,137,150,1,"N00","Chelidonichthys cuculus"
"1297","1"," 10",88,43.6677,-5.6729,93,810,25,"N00","Chelidonichthys cuculus"
"1298","1"," 10",89,43.6308,-5.4002,116.5,825,17,"N00","Chelidonichthys cuculus"
"1299","1"," 10",90,43.7049,-5.1851,154.5,1000,22,"N00","Chelidonichthys cuculus"
"1301","1"," 10",92,43.4809,-4.7302,93.5,4515,40,"N00","Chelidonichthys cuculus"
"1302","1"," 10",93,43.5773,-4.8556,141.5,42500,438,"N00","Chelidonichthys cuculus"
"1311","1"," 10",102,43.5472,-4.2695,161.5,2395,27,"N00","Chelidonichthys cuculus"
"1312","1"," 10",103,43.4639,-4.3228,111.5,4355,204,"N00","Chelidonichthys cuculus"
"1313","1"," 10",104,43.467,-4.1264,83,4100,258,"N00","Chelidonichthys cuculus"
"1314","1"," 10",105,43.5511,-3.8784,110.5,10600,59,"N00","Chelidonichthys cuculus"
"1319","1"," 10",110,43.4821,-3.3442,73.5,340,5,"N00","Chelidonichthys cuculus"
"1322","1"," 10",113,43.5181,-2.8984,131.5,39400,355,"N00","Chelidonichthys cuculus"
"1325","1"," 10",116,43.4613,-2.3284,136.5,2395,23,"N00","Chelidonichthys cuculus"
"1326","1"," 10",117,43.393,-2.3025,101.5,4855,29,"N00","Chelidonichthys cuculus"
"1327","1"," 10",118,43.3692,-2.0338,97,2025,15,"N00","Chelidonichthys cuculus"
"1328","1"," 10",119,43.3781,-2.2492,98,375,3,"N00","Chelidonichthys cuculus"
"1329","1"," 10",120,43.4385,-2.2219,139,215,2,"N00","Chelidonichthys cuculus"
"1333","1"," 42",2,42.1506,-9.0719,136,50,2,"N00","Lepidorhombus boscii"
"1334","1"," 42",3,41.983,-9.3137,172,145,4,"N00","Lepidorhombus boscii"
"1335","1"," 42",4,42.0542,-9.3621,236.5,3135,84,"N00","Lepidorhombus boscii"
"1336","1"," 42",5,42.1129,-9.2843,188.5,395,6,"N00","Lepidorhombus boscii"
"1337","1"," 42",6,42.0299,-9.1467,139,820,7,"N00","Lepidorhombus boscii"
"1339","1"," 42",8,42.1985,-9.1655,152,470,7,"N00","Lepidorhombus boscii"
"1340","1"," 42",9,42.2759,-9.1524,148,840,11,"N00","Lepidorhombus boscii"
"1341","1"," 42",10,42.3704,-9.1753,148,415,7,"N00","Lepidorhombus boscii"
"1342","1"," 42",11,42.3991,-9.0521,105,130,3,"N00","Lepidorhombus boscii"
"1343","1"," 42",12,42.3572,-9.3316,275,835,22,"N00","Lepidorhombus boscii"
"1344","1"," 42",13,42.4726,-9.3645,270,880,23,"N00","Lepidorhombus boscii"
"1345","1"," 42",14,42.6073,-9.3679,137.5,510,7,"N00","Lepidorhombus boscii"
"1347","1"," 42",16,42.687,-9.3087,123.5,75,2,"N00","Lepidorhombus boscii"
"1348","1"," 42",17,42.7934,-9.3951,144.5,435,8,"N00","Lepidorhombus boscii"
"1349","1"," 42",18,42.7852,-9.539,234.5,385,12,"N00","Lepidorhombus boscii"
"1350","1"," 42",19,42.9348,-9.5599,238.5,405,11,"N00","Lepidorhombus boscii"
"1351","1"," 42",20,43.0368,-9.4167,143,1300,16,"N00","Lepidorhombus boscii"
"1352","1"," 42",21,43.0889,-9.5684,247,565,9,"N00","Lepidorhombus boscii"
"1353","1"," 42",22,43.2356,-9.512,264.5,425,11,"N00","Lepidorhombus boscii"
"1354","1"," 42",23,43.203,-9.4214,169.5,530,18,"N00","Lepidorhombus boscii"
"1355","1"," 42",24,43.3136,-9.2785,168.5,485,9,"N00","Lepidorhombus boscii"
"1356","1"," 42",25,43.3694,-9.3619,275.5,9005,133,"N00","Lepidorhombus boscii"
"1357","1"," 42",26,43.4286,-9.2097,260,720,24,"N00","Lepidorhombus boscii"
"1358","1"," 42",27,43.3655,-9.0693,153,255,8,"N00","Lepidorhombus boscii"
"1360","1"," 42",29,44.047,-8.7198,466,3260,37,"N00","Lepidorhombus boscii"
"1361","1"," 42",30,43.9672,-8.5515,353.5,315,7,"N00","Lepidorhombus boscii"
"1362","1"," 42",31,44.0611,-8.449,330,500,8,"N00","Lepidorhombus boscii"
"1363","1"," 42",32,44.0495,-8.2584,293.5,680,10,"N00","Lepidorhombus boscii"
"1364","1"," 42",33,43.4492,-8.9782,161.5,1070,22,"N00","Lepidorhombus boscii"
"1365","1"," 42",34,43.5435,-9.0797,297,715,20,"N00","Lepidorhombus boscii"
"1366","1"," 42",35,43.6079,-8.9208,267,1165,31,"N00","Lepidorhombus boscii"
"1367","1"," 42",36,43.6843,-8.8671,644.5,308.483290488432,3,"N00","Lepidorhombus boscii"
"1368","1"," 42",37,43.7097,-8.7279,294.5,1605,20,"N00","Lepidorhombus boscii"
"1369","1"," 42",38,43.8036,-8.6036,284,1175,25,"N00","Lepidorhombus boscii"
"1370","1"," 42",39,43.841,-8.4835,236.5,600,15,"N00","Lepidorhombus boscii"
"1371","1"," 42",40,43.8212,-8.3864,191.5,690,14,"N00","Lepidorhombus boscii"
"1372","1"," 42",41,43.807,-8.2927,177.5,1135,26,"N00","Lepidorhombus boscii"
"1373","1"," 42",42,43.7136,-8.3951,163.5,2825,39,"N00","Lepidorhombus boscii"
"1374","1"," 42",43,43.6917,-8.515,173.5,2380,29,"N00","Lepidorhombus boscii"
"1375","1"," 42",44,43.6242,-8.5956,165.5,1010,21,"N00","Lepidorhombus boscii"
"1376","1"," 42",45,43.5482,-8.749,160,1750,30,"N00","Lepidorhombus boscii"
"1377","1"," 42",46,43.455,-8.8146,151.5,1015,25,"N00","Lepidorhombus boscii"
"1378","1"," 42",47,43.4866,-8.6249,141.5,1040,13,"N00","Lepidorhombus boscii"
"1379","1"," 42",48,43.4678,-8.6997,138.5,690,13,"N00","Lepidorhombus boscii"
"1380","1"," 42",49,43.4447,-8.4951,99.5,715,4,"N00","Lepidorhombus boscii"
"1381","1"," 42",50,43.838,-7.9095,126.5,3210,19,"N00","Lepidorhombus boscii"
"1382","1"," 42",51,43.9198,-8.0607,184,1505,41,"N00","Lepidorhombus boscii"
"1383","1"," 42",52,44.0427,-8.018,232.5,660,13,"N00","Lepidorhombus boscii"
"1384","1"," 42",53,43.9529,-8.3525,243.5,585,24,"N00","Lepidorhombus boscii"
"1386","1"," 42",55,43.392,-8.6475,103,250,2,"N00","Lepidorhombus boscii"
"1387","1"," 42",56,43.5324,-8.5255,140.5,735,13,"N00","Lepidorhombus boscii"
"1388","1"," 42",57,43.6135,-8.4863,154.5,2200,36,"N00","Lepidorhombus boscii"
"1389","1"," 42",58,43.7885,-7.5382,115,670,6,"N00","Lepidorhombus boscii"
"1390","1"," 42",59,43.9945,-7.5617,181.5,465,11,"N00","Lepidorhombus boscii"
"1391","1"," 42",60,44.0143,-7.2895,182,9400,108,"N00","Lepidorhombus boscii"
"1392","1"," 42",61,43.9557,-7.2103,175,3630,30,"N00","Lepidorhombus boscii"
"1393","1"," 42",62,43.8576,-7.3249,155,2570,27,"N00","Lepidorhombus boscii"
"1396","1"," 42",65,43.7895,-6.0969,221.5,20550,427,"N00","Lepidorhombus boscii"
"1397","1"," 42",66,43.6874,-6.266,129.5,155,3,"N00","Lepidorhombus boscii"
"1398","1"," 42",68,43.7159,-6.4108,133.5,475,7,"N00","Lepidorhombus boscii"
"1399","1"," 42",69,43.7752,-7.3027,137.5,450,6,"N00","Lepidorhombus boscii"
"1400","1"," 42",70,43.6908,-7.1738,118.5,1040,7,"N00","Lepidorhombus boscii"
"1401","1"," 42",71,43.7066,-7.0306,122.5,2610,15,"N00","Lepidorhombus boscii"
"1402","1"," 42",72,43.7984,-7.1193,142.5,265,2,"N00","Lepidorhombus boscii"
"1403","1"," 42",73,43.9931,-7.0689,188.5,240,7,"N00","Lepidorhombus boscii"
"1406","1"," 42",76,43.9697,-6.7527,285.5,3900,152,"N00","Lepidorhombus boscii"
"1407","1"," 42",77,43.8798,-6.4701,531.5,90,1,"N00","Lepidorhombus boscii"
"1408","1"," 42",78,43.8983,-6.5349,232,3095,93,"N00","Lepidorhombus boscii"
"1409","1"," 42",79,43.9235,-6.6224,177,2060,43,"N00","Lepidorhombus boscii"
"1410","1"," 42",80,43.7968,-6.5794,139,1890,28,"N00","Lepidorhombus boscii"
"1411","1"," 42",81,43.7598,-6.2875,234.5,1195,46,"N00","Lepidorhombus boscii"
"1412","1"," 42",82,43.8469,-5.7763,173.5,4925,83,"N00","Lepidorhombus boscii"
"1413","1"," 42",83,43.8916,-5.6007,287.5,3620,110,"N00","Lepidorhombus boscii"
"1414","1"," 42",84,43.7601,-5.3821,155,16200,203,"N00","Lepidorhombus boscii"
"1415","1"," 42",85,43.6873,-5.4947,137,3005,26,"N00","Lepidorhombus boscii"
"1416","1"," 42",86,43.8683,-5.3606,273,2410,67,"N00","Lepidorhombus boscii"
"1417","1"," 42",87,43.7844,-5.5827,160.5,930,19,"N00","Lepidorhombus boscii"
"1419","1"," 42",89,43.6308,-5.4002,116.5,2530,31,"N00","Lepidorhombus boscii"
"1420","1"," 42",90,43.7049,-5.1851,154.5,5605,75,"N00","Lepidorhombus boscii"
"1421","1"," 42",91,43.7278,-4.9896,180,3460,80,"N00","Lepidorhombus boscii"
"1423","1"," 42",93,43.5773,-4.8556,141.5,365,7,"N00","Lepidorhombus boscii"
"1424","1"," 42",94,43.6375,-4.9948,388,2200,28,"N00","Lepidorhombus boscii"
"1425","1"," 42",95,43.7795,-5.0219,429.5,1425,21,"N00","Lepidorhombus boscii"
"1426","1"," 42",96,43.8238,-5.0499,563,132.819194515853,1,"N00","Lepidorhombus boscii"
"1427","1"," 42",97,43.6551,-4.8076,186.5,1605,42,"N00","Lepidorhombus boscii"
"1428","1"," 42",98,43.585,-4.6699,173,6260,132,"N00","Lepidorhombus boscii"
"1429","1"," 42",99,43.5078,-4.5613,239.5,10100,211,"N00","Lepidorhombus boscii"
"1430","1"," 42",100,43.6399,-4.5703,195,5665,100,"N00","Lepidorhombus boscii"
"1431","1"," 42",101,43.7062,-4.5221,565,135.03375843961,1,"N00","Lepidorhombus boscii"
"1432","1"," 42",102,43.5472,-4.2695,161.5,6390,83,"N00","Lepidorhombus boscii"
"1433","1"," 42",103,43.4639,-4.3228,111.5,220,3,"N00","Lepidorhombus boscii"
"1437","1"," 42",107,43.6683,-3.7794,238,1250,47,"N00","Lepidorhombus boscii"
"1438","1"," 42",108,43.65,-3.7666,190,925,19,"N00","Lepidorhombus boscii"
"1441","1"," 42",111,43.5775,-3.287,185.5,535,14,"N00","Lepidorhombus boscii"
"1442","1"," 42",112,43.5926,-3.1751,271,790,37,"N00","Lepidorhombus boscii"
"1443","1"," 42",113,43.5181,-2.8984,131.5,5290,55,"N00","Lepidorhombus boscii"
"1444","1"," 42",114,43.5916,-2.6776,326.5,8673.4693877551,86,"N00","Lepidorhombus boscii"
"1445","1"," 42",115,43.5264,-2.4509,206.5,1055,44,"N00","Lepidorhombus boscii"
"1446","1"," 42",116,43.4613,-2.3284,136.5,4525,53,"N00","Lepidorhombus boscii"
"1447","1"," 42",117,43.393,-2.3025,101.5,30,1,"N00","Lepidorhombus boscii"
"1450","1"," 42",120,43.4385,-2.2219,139,570,5,"N00","Lepidorhombus boscii"
"1451","1"," 42",121,43.5587,-1.9162,152.5,195,1,"N00","Lepidorhombus boscii"
"1452","1"," 42",122,43.5223,-2.0501,175.5,3765,43,"N00","Lepidorhombus boscii"
"1484","1"," 43",32,44.0495,-8.2584,293.5,450,3,"N00","Lepidorhombus whiffiagonis"
"1485","1"," 43",33,43.4492,-8.9782,161.5,225,1,"N00","Lepidorhombus whiffiagonis"
"1491","1"," 43",39,43.841,-8.4835,236.5,245,1,"N00","Lepidorhombus whiffiagonis"
"1492","1"," 43",40,43.8212,-8.3864,191.5,15,1,"N00","Lepidorhombus whiffiagonis"
"1493","1"," 43",41,43.807,-8.2927,177.5,265,2,"N00","Lepidorhombus whiffiagonis"
"1495","1"," 43",43,43.6917,-8.515,173.5,315,3,"N00","Lepidorhombus whiffiagonis"
"1502","1"," 43",50,43.838,-7.9095,126.5,1135,4,"N00","Lepidorhombus whiffiagonis"
"1503","1"," 43",51,43.9198,-8.0607,184,130,2,"N00","Lepidorhombus whiffiagonis"
"1504","1"," 43",52,44.0427,-8.018,232.5,170,1,"N00","Lepidorhombus whiffiagonis"
"1505","1"," 43",53,43.9529,-8.3525,243.5,95,1,"N00","Lepidorhombus whiffiagonis"
"1510","1"," 43",58,43.7885,-7.5382,115,2335,12,"N00","Lepidorhombus whiffiagonis"
"1511","1"," 43",59,43.9945,-7.5617,181.5,400,4,"N00","Lepidorhombus whiffiagonis"
"1512","1"," 43",60,44.0143,-7.2895,182,10900,94,"N00","Lepidorhombus whiffiagonis"
"1513","1"," 43",61,43.9557,-7.2103,175,1775,20,"N00","Lepidorhombus whiffiagonis"
"1514","1"," 43",62,43.8576,-7.3249,155,695,4,"N00","Lepidorhombus whiffiagonis"
"1516","1"," 43",64,43.6868,-6.0831,111.5,880,3,"N00","Lepidorhombus whiffiagonis"
"1517","1"," 43",65,43.7895,-6.0969,221.5,8100,58,"N00","Lepidorhombus whiffiagonis"
"1518","1"," 43",66,43.6874,-6.266,129.5,4860,27,"N00","Lepidorhombus whiffiagonis"
"1519","1"," 43",68,43.7159,-6.4108,133.5,405,3,"N00","Lepidorhombus whiffiagonis"
"1520","1"," 43",69,43.7752,-7.3027,137.5,460,2,"N00","Lepidorhombus whiffiagonis"
"1522","1"," 43",71,43.7066,-7.0306,122.5,65,1,"N00","Lepidorhombus whiffiagonis"
"1524","1"," 43",73,43.9931,-7.0689,188.5,1035,19,"N00","Lepidorhombus whiffiagonis"
"1526","1"," 43",75,43.7792,-6.907,138,450,3,"N00","Lepidorhombus whiffiagonis"
"1527","1"," 43",76,43.9697,-6.7527,285.5,3700,27,"N00","Lepidorhombus whiffiagonis"
"1529","1"," 43",78,43.8983,-6.5349,232,7265,83,"N00","Lepidorhombus whiffiagonis"
"1530","1"," 43",79,43.9235,-6.6224,177,2995,75,"N00","Lepidorhombus whiffiagonis"
"1531","1"," 43",80,43.7968,-6.5794,139,6785,78,"N00","Lepidorhombus whiffiagonis"
"1532","1"," 43",81,43.7598,-6.2875,234.5,1995,19,"N00","Lepidorhombus whiffiagonis"
"1533","1"," 43",82,43.8469,-5.7763,173.5,5500,75,"N00","Lepidorhombus whiffiagonis"
"1534","1"," 43",83,43.8916,-5.6007,287.5,1765,9,"N00","Lepidorhombus whiffiagonis"
"1535","1"," 43",84,43.7601,-5.3821,155,1413,18,"N00","Lepidorhombus whiffiagonis"
"1537","1"," 43",86,43.8683,-5.3606,273,1245,7,"N00","Lepidorhombus whiffiagonis"
"1538","1"," 43",87,43.7844,-5.5827,160.5,210,3,"N00","Lepidorhombus whiffiagonis"
"1540","1"," 43",89,43.6308,-5.4002,116.5,710,6,"N00","Lepidorhombus whiffiagonis"
"1541","1"," 43",90,43.7049,-5.1851,154.5,7050,65,"N00","Lepidorhombus whiffiagonis"
"1542","1"," 43",91,43.7278,-4.9896,180,7770,73,"N00","Lepidorhombus whiffiagonis"
"1543","1"," 43",92,43.4809,-4.7302,93.5,2675,10,"N00","Lepidorhombus whiffiagonis"
"1544","1"," 43",93,43.5773,-4.8556,141.5,4905,37,"N00","Lepidorhombus whiffiagonis"
"1546","1"," 43",95,43.7795,-5.0219,429.5,150,1,"N00","Lepidorhombus whiffiagonis"
"1548","1"," 43",97,43.6551,-4.8076,186.5,6185,40,"N00","Lepidorhombus whiffiagonis"
"1549","1"," 43",98,43.585,-4.6699,173,2240,15,"N00","Lepidorhombus whiffiagonis"
"1550","1"," 43",99,43.5078,-4.5613,239.5,2080,14,"N00","Lepidorhombus whiffiagonis"
"1551","1"," 43",100,43.6399,-4.5703,195,1570,10,"N00","Lepidorhombus whiffiagonis"
"1553","1"," 43",102,43.5472,-4.2695,161.5,15850,264,"N00","Lepidorhombus whiffiagonis"
"1554","1"," 43",103,43.4639,-4.3228,111.5,1205,11,"N00","Lepidorhombus whiffiagonis"
"1555","1"," 43",104,43.467,-4.1264,83,1225,5,"N00","Lepidorhombus whiffiagonis"
"1556","1"," 43",105,43.5511,-3.8784,110.5,365,3,"N00","Lepidorhombus whiffiagonis"
"1558","1"," 43",107,43.6683,-3.7794,238,10710,130,"N00","Lepidorhombus whiffiagonis"
"1559","1"," 43",108,43.65,-3.7666,190,14750,339,"N00","Lepidorhombus whiffiagonis"
"1561","1"," 43",110,43.4821,-3.3442,73.5,180,1,"N00","Lepidorhombus whiffiagonis"
"1562","1"," 43",111,43.5775,-3.287,185.5,3745,68,"N00","Lepidorhombus whiffiagonis"
"1563","1"," 43",112,43.5926,-3.1751,271,4415,105,"N00","Lepidorhombus whiffiagonis"
"1564","1"," 43",113,43.5181,-2.8984,131.5,27700,196,"N00","Lepidorhombus whiffiagonis"
"1565","1"," 43",114,43.5916,-2.6776,326.5,7545.01800720288,18,"N00","Lepidorhombus whiffiagonis"
"1566","1"," 43",115,43.5264,-2.4509,206.5,2860,17,"N00","Lepidorhombus whiffiagonis"
"1567","1"," 43",116,43.4613,-2.3284,136.5,135,2,"N00","Lepidorhombus whiffiagonis"
"1568","1"," 43",117,43.393,-2.3025,101.5,575,2,"N00","Lepidorhombus whiffiagonis"
"1571","1"," 43",120,43.4385,-2.2219,139,125,1,"N00","Lepidorhombus whiffiagonis"
"1572","1"," 43",121,43.5587,-1.9162,152.5,755,9,"N00","Lepidorhombus whiffiagonis"
"1573","1"," 43",122,43.5223,-2.0501,175.5,6975,48,"N00","Lepidorhombus whiffiagonis"
"1623","1"," 69",50,43.838,-7.9095,126.5,7500,8,"N00","Raja montagui"
"1627","1"," 69",54,43.3679,-8.7695,92,855,4,"N00","Raja montagui"
"1628","1"," 69",55,43.392,-8.6475,103,23500,46,"N00","Raja montagui"
"1636","1"," 69",63,43.5955,-6.1066,58,3700,3,"N00","Raja montagui"
"1637","1"," 69",64,43.6868,-6.0831,111.5,145,1,"N00","Raja montagui"
"1639","1"," 69",66,43.6874,-6.266,129.5,230,1,"N00","Raja montagui"
"1640","1"," 69",68,43.7159,-6.4108,133.5,1505,2,"N00","Raja montagui"
"1660","1"," 69",88,43.6677,-5.6729,93,4000,3,"N00","Raja montagui"
"1664","1"," 69",92,43.4809,-4.7302,93.5,5850,9,"N00","Raja montagui"
"1665","1"," 69",93,43.5773,-4.8556,141.5,79320,128,"N00","Raja montagui"
"1674","1"," 69",102,43.5472,-4.2695,161.5,4050,6,"N00","Raja montagui"
"1678","1"," 69",106,43.5122,-3.7493,40,750,3,"N00","Raja montagui"
"1681","1"," 69",109,43.4609,-3.3796,36,170,1,"N00","Raja montagui"
"1685","1"," 69",113,43.5181,-2.8984,131.5,14790,25,"N00","Raja montagui"
"1689","1"," 69",117,43.393,-2.3025,101.5,19900,34,"N00","Raja montagui"
"1690","1"," 69",118,43.3692,-2.0338,97,8400,24,"N00","Raja montagui"
"1691","1"," 69",119,43.3781,-2.2492,98,12450,22,"N00","Raja montagui"
"1695","1"," 23",1,42.2302,-8.9725,104,155,1,"N00","Conger conger"
"1696","1"," 23",2,42.1506,-9.0719,136,4400,26,"N00","Conger conger"
"1697","1"," 23",3,41.983,-9.3137,172,505,4,"N00","Conger conger"
"1698","1"," 23",4,42.0542,-9.3621,236.5,325,2,"N00","Conger conger"
"1699","1"," 23",5,42.1129,-9.2843,188.5,525,3,"N00","Conger conger"
"1700","1"," 23",6,42.0299,-9.1467,139,150,1,"N00","Conger conger"
"1702","1"," 23",8,42.1985,-9.1655,152,155,1,"N00","Conger conger"
"1703","1"," 23",9,42.2759,-9.1524,148,255,2,"N00","Conger conger"
"1705","1"," 23",11,42.3991,-9.0521,105,345,3,"N00","Conger conger"
"1706","1"," 23",12,42.3572,-9.3316,275,1470,11,"N00","Conger conger"
"1708","1"," 23",14,42.6073,-9.3679,137.5,445,1,"N00","Conger conger"
"1709","1"," 23",15,42.6168,-9.2147,101,1115,8,"N00","Conger conger"
"1710","1"," 23",16,42.687,-9.3087,123.5,490,6,"N00","Conger conger"
"1711","1"," 23",17,42.7934,-9.3951,144.5,570,6,"N00","Conger conger"
"1712","1"," 23",18,42.7852,-9.539,234.5,385,5,"N00","Conger conger"
"1713","1"," 23",19,42.9348,-9.5599,238.5,330,3,"N00","Conger conger"
"1714","1"," 23",20,43.0368,-9.4167,143,1415,11,"N00","Conger conger"
"1715","1"," 23",21,43.0889,-9.5684,247,265,2,"N00","Conger conger"
"1716","1"," 23",22,43.2356,-9.512,264.5,210,2,"N00","Conger conger"
"1717","1"," 23",23,43.203,-9.4214,169.5,75,1,"N00","Conger conger"
"1718","1"," 23",24,43.3136,-9.2785,168.5,375,3,"N00","Conger conger"
"1719","1"," 23",25,43.3694,-9.3619,275.5,285,3,"N00","Conger conger"
"1720","1"," 23",26,43.4286,-9.2097,260,490,4,"N00","Conger conger"
"1723","1"," 23",29,44.047,-8.7198,466,1375,9,"N00","Conger conger"
"1724","1"," 23",30,43.9672,-8.5515,353.5,815,7,"N00","Conger conger"
"1725","1"," 23",31,44.0611,-8.449,330,2290,16,"N00","Conger conger"
"1726","1"," 23",32,44.0495,-8.2584,293.5,815,9,"N00","Conger conger"
"1727","1"," 23",33,43.4492,-8.9782,161.5,125,2,"N00","Conger conger"
"1728","1"," 23",34,43.5435,-9.0797,297,405,3,"N00","Conger conger"
"1729","1"," 23",35,43.6079,-8.9208,267,475,4,"N00","Conger conger"
"1730","1"," 23",36,43.6843,-8.8671,644.5,59.9828620394173,1,"N00","Conger conger"
"1731","1"," 23",37,43.7097,-8.7279,294.5,1570,10,"N00","Conger conger"
"1732","1"," 23",38,43.8036,-8.6036,284,1670,15,"N00","Conger conger"
"1733","1"," 23",39,43.841,-8.4835,236.5,515,6,"N00","Conger conger"
"1734","1"," 23",40,43.8212,-8.3864,191.5,15,1,"N00","Conger conger"
"1735","1"," 23",41,43.807,-8.2927,177.5,95,2,"N00","Conger conger"
"1736","1"," 23",42,43.7136,-8.3951,163.5,510,6,"N00","Conger conger"
"1737","1"," 23",43,43.6917,-8.515,173.5,1065,10,"N00","Conger conger"
"1738","1"," 23",44,43.6242,-8.5956,165.5,370,3,"N00","Conger conger"
"1739","1"," 23",45,43.5482,-8.749,160,1050,9,"N00","Conger conger"
"1740","1"," 23",46,43.455,-8.8146,151.5,1175,9,"N00","Conger conger"
"1741","1"," 23",47,43.4866,-8.6249,141.5,1285,13,"N00","Conger conger"
"1742","1"," 23",48,43.4678,-8.6997,138.5,385,4,"N00","Conger conger"
"1745","1"," 23",51,43.9198,-8.0607,184,230,2,"N00","Conger conger"
"1746","1"," 23",52,44.0427,-8.018,232.5,840,8,"N00","Conger conger"
"1747","1"," 23",53,43.9529,-8.3525,243.5,1100,7,"N00","Conger conger"
"1748","1"," 23",54,43.3679,-8.7695,92,725,6,"N00","Conger conger"
"1749","1"," 23",55,43.392,-8.6475,103,1285,5,"N00","Conger conger"
"1751","1"," 23",57,43.6135,-8.4863,154.5,145,1,"N00","Conger conger"
"1752","1"," 23",58,43.7885,-7.5382,115,5350,59,"N00","Conger conger"
"1753","1"," 23",59,43.9945,-7.5617,181.5,475,5,"N00","Conger conger"
"1754","1"," 23",60,44.0143,-7.2895,182,260,2,"N00","Conger conger"
"1755","1"," 23",61,43.9557,-7.2103,175,665,7,"N00","Conger conger"
"1756","1"," 23",62,43.8576,-7.3249,155,2790,20,"N00","Conger conger"
"1759","1"," 23",65,43.7895,-6.0969,221.5,9100,84,"N00","Conger conger"
"1761","1"," 23",68,43.7159,-6.4108,133.5,990,1,"N00","Conger conger"
"1762","1"," 23",69,43.7752,-7.3027,137.5,405,4,"N00","Conger conger"
"1763","1"," 23",70,43.6908,-7.1738,118.5,215,2,"N00","Conger conger"
"1765","1"," 23",72,43.7984,-7.1193,142.5,325,3,"N00","Conger conger"
"1766","1"," 23",73,43.9931,-7.0689,188.5,105,1,"N00","Conger conger"
"1769","1"," 23",76,43.9697,-6.7527,285.5,140,1,"N00","Conger conger"
"1770","1"," 23",77,43.8798,-6.4701,531.5,325,2,"N00","Conger conger"
"1771","1"," 23",78,43.8983,-6.5349,232,4550,26,"N00","Conger conger"
"1772","1"," 23",79,43.9235,-6.6224,177,475,1,"N00","Conger conger"
"1773","1"," 23",80,43.7968,-6.5794,139,195,1,"N00","Conger conger"
"1774","1"," 23",81,43.7598,-6.2875,234.5,1640,9,"N00","Conger conger"
"1775","1"," 23",82,43.8469,-5.7763,173.5,595,5,"N00","Conger conger"
"1776","1"," 23",83,43.8916,-5.6007,287.5,820,5,"N00","Conger conger"
"1777","1"," 23",84,43.7601,-5.3821,155,660,2,"N00","Conger conger"
"1778","1"," 23",85,43.6873,-5.4947,137,695,8,"N00","Conger conger"
"1779","1"," 23",86,43.8683,-5.3606,273,285,3,"N00","Conger conger"
"1780","1"," 23",87,43.7844,-5.5827,160.5,4005,37,"N00","Conger conger"
"1781","1"," 23",88,43.6677,-5.6729,93,870,3,"N00","Conger conger"
"1782","1"," 23",89,43.6308,-5.4002,116.5,1550,14,"N00","Conger conger"
"1783","1"," 23",90,43.7049,-5.1851,154.5,200,2,"N00","Conger conger"
"1784","1"," 23",91,43.7278,-4.9896,180,1910,14,"N00","Conger conger"
"1785","1"," 23",92,43.4809,-4.7302,93.5,2000,2,"N00","Conger conger"
"1787","1"," 23",94,43.6375,-4.9948,388,565,6,"N00","Conger conger"
"1788","1"," 23",95,43.7795,-5.0219,429.5,3765,22,"N00","Conger conger"
"1789","1"," 23",96,43.8238,-5.0499,563,274.207369323051,1,"N00","Conger conger"
"1790","1"," 23",97,43.6551,-4.8076,186.5,585,5,"N00","Conger conger"
"1791","1"," 23",98,43.585,-4.6699,173,5000,35,"N00","Conger conger"
"1792","1"," 23",99,43.5078,-4.5613,239.5,16200,98,"N00","Conger conger"
"1793","1"," 23",100,43.6399,-4.5703,195,10300,60,"N00","Conger conger"
"1794","1"," 23",101,43.7062,-4.5221,565,138.784696174044,1,"N00","Conger conger"
"1796","1"," 23",103,43.4639,-4.3228,111.5,4250,36,"N00","Conger conger"
"1800","1"," 23",107,43.6683,-3.7794,238,12350,75,"N00","Conger conger"
"1801","1"," 23",108,43.65,-3.7666,190,4700,24,"N00","Conger conger"
"1803","1"," 23",110,43.4821,-3.3442,73.5,12175,3,"N00","Conger conger"
"1804","1"," 23",111,43.5775,-3.287,185.5,765,4,"N00","Conger conger"
"1805","1"," 23",112,43.5926,-3.1751,271,11750,57,"N00","Conger conger"
"1806","1"," 23",113,43.5181,-2.8984,131.5,335,2,"N00","Conger conger"
"1808","1"," 23",115,43.5264,-2.4509,206.5,8200,40,"N00","Conger conger"
"1809","1"," 23",116,43.4613,-2.3284,136.5,4800,21,"N00","Conger conger"
"1810","1"," 23",117,43.393,-2.3025,101.5,90,1,"N00","Conger conger"
"1811","1"," 23",118,43.3692,-2.0338,97,225,1,"N00","Conger conger"
"1813","1"," 23",120,43.4385,-2.2219,139,4650,26,"N00","Conger conger"
"1814","1"," 23",121,43.5587,-1.9162,152.5,1390,9,"N00","Conger conger"
"1815","1"," 23",122,43.5223,-2.0501,175.5,3800,26,"N00","Conger conger"
"1816","1"," 49",1,42.2302,-8.9725,104,90,5,"N00","Microchirus variegatus"
"1817","1"," 49",2,42.1506,-9.0719,136,20,2,"N00","Microchirus variegatus"
